160000 160000
1 78336 149717
1 37334 40727
1 106031 77811
2 77433 74216
2 7601 40580
1 80061 28627
2 9042 120595
1 8214 68099
2 25452 52363
1 70660 37465
1 34790 152145
1 63680 132469
1 132 137707
2 92621 33747
2 72754 143913
1 84249 94633
2 57962 64907
2 74799 39710
1 104449 112762
1 105999 22881
1 55871 75772
1 25772 12763
1 102243 42010
2 37098 25857
1 37775 92321
1 94039 105044
1 25453 153139
1 55346 24056
2 106626 4667
1 102418 33592
1 85197 24472
2 32818 101013
1 78936 137383
1 67610 85228
1 11796 112253
1 86828 3477
1 85287 246
1 20975 61606
1 82942 65137
1 14655 114426
1 14381 72835
1 80548 63867
1 28862 137769
1 38578 86887
2 61788 87379
1 20447 9834
2 31342 113467
1 12980 88858
1 50860 42018
2 5117 135136
1 19356 79785
1 49284 56782
1 106604 159712
2 95925 72793
2 26905 81907
2 26328 4766
1 39170 83869
1 29825 91222
2 58060 122103
1 57883 91933
1 88385 53911
1 65886 43181
1 84411 80360
2 28904 74151
1 34038 143171
1 26638 72641
2 68747 104320
1 39150 159069
2 41089 108465
1 37544 49031
1 25577 143318
1 53082 35698
1 12533 130425
2 25964 11487
1 1544 67474
1 36448 91884
1 82259 113091
2 94674 68262
2 89769 43393
2 13449 98954
2 7025 67280
1 196 126877
1 95847 49005
2 39500 9663
1 57434 48381
2 63025 123451
2 23987 9471
2 106592 89858
1 82867 74238
1 22035 78693
1 79124 8986
1 93769 27600
2 69693 139619
1 70753 67167
1 18170 45727
1 70961 133946
2 23328 18736
2 43081 98460
2 99497 71840
1 99567 50541
1 27894 81879
1 37415 151707
1 99319 159338
2 3596 49804
1 93122 3949
1 88724 19895
1 2129 5598
1 96642 43322
1 48718 100106
1 93927 14342
1 84117 25889
1 77443 135172
2 12745 99588
2 81792 98862
1 29112 109940
1 43217 137297
1 40627 48612
1 13085 128835
1 5899 48606
1 24198 2855
1 24323 109212
1 83012 114315
2 98866 10862
1 81029 54644
1 23905 47947
1 46774 47148
1 86836 21778
1 83232 41159
2 71835 53751
2 16115 69674
2 16699 108125
1 98434 48195
2 98289 57081
1 54140 96350
1 81151 27060
1 43233 118892
1 15615 69939
2 104187 59882
1 77022 152364
1 17178 119329
1 46402 139534
1 85397 89802
1 83416 28907
1 2510 130036
2 5478 103462
1 91176 18194
1 74134 82984
2 48969 39536
1 38730 127603
1 285 64151
2 52551 17163
1 7379 1744
1 26768 49115
1 57117 137207
1 97479 74744
1 102952 152966
1 7095 125274
1 27732 138484
2 58519 118484
1 23819 50747
1 20753 19597
1 12711 31390
2 22455 45323
2 43944 6354
1 102584 53100
2 2209 147661
2 28216 149500
1 89819 159298
1 96274 96382
2 46005 132540
2 63522 13187
2 106589 61593
2 10447 14728
1 42524 85469
2 25321 73276
1 93346 17525
1 20194 69213
1 61940 51867
1 64978 55292
2 60461 28955
2 11589 99302
1 3814 3750
1 23711 72277
1 7719 16018
1 14861 83855
1 42094 83564
1 89247 12901
1 21448 143009
1 68085 25414
1 93544 34212
1 62335 77676
2 29735 52902
2 77516 54262
1 45752 107582
2 30548 112753
1 77383 98212
1 10916 3460
1 87902 72065
1 28943 83000
1 53158 72107
2 80323 86689
2 66122 69031
1 96746 53440
1 2723 45906
1 27384 74363
1 43739 76767
1 18104 149948
2 81622 127294
1 42317 147329
2 96228 21008
2 36456 124147
2 7901 39920
2 43666 62163
1 63034 88201
1 24069 30271
1 33025 75220
1 19937 870
2 48700 3906
2 32518 25613
1 38327 12733
1 62162 90941
1 34115 136424
1 7348 13447
1 24519 149995
1 60333 29225
1 103216 26123
1 73945 66683
2 105281 150431
1 20365 5583
1 44709 157551
2 93112 63852
2 22309 39713
2 89002 133061
2 87057 112629
1 103096 14422
1 55375 66895
1 69785 65331
2 4543 158257
2 100713 135656
1 16525 71604
1 81363 31543
2 99302 4452
2 42667 47071
1 31059 140964
1 74042 124035
1 76570 147921
1 27318 11495
1 90298 74832
2 80029 55007
2 59969 6843
1 78009 90885
1 66160 105670
1 4461 87212
1 87698 31527
1 23680 158606
1 64423 43245
1 99552 22100
1 14769 114868
2 80678 20276
1 101341 133117
2 80301 83573
2 76283 95457
1 16346 115989
1 71919 98596
1 2889 14282
1 1160 109714
2 75654 67363
2 66077 14994
2 5414 56698
1 36495 139056
1 96908 58363
1 51616 154430
2 10665 120416
1 60246 47216
1 91560 20786
1 77318 25867
2 58437 59249
2 45872 133098
2 10008 106266
2 31888 100023
1 94404 144769
2 36509 88697
2 29931 82363
2 77976 78464
1 67858 155024
1 30312 27584
1 8801 96771
1 39473 49473
1 17508 37755
2 4057 25892
2 93682 31530
1 31421 76823
2 79011 8361
1 104542 79132
2 85376 131609
1 57473 76762
1 81727 108704
1 24262 122183
2 90770 37447
2 51413 60832
2 38430 124186
1 103279 156306
1 32005 71420
1 1309 120775
2 62447 135158
1 77376 91809
2 31009 86276
1 62875 45144
1 41898 76324
1 13621 72032
2 20982 87456
1 93354 23064
2 70234 107390
2 24356 10145
1 59575 2237
1 59059 119245
2 15992 139546
1 16517 157096
1 5584 134920
2 7454 159516
1 66522 99757
1 26700 146173
1 18508 113098
2 67481 25829
1 57620 8178
1 71392 54236
1 89974 94151
2 20503 52284
2 58400 99245
1 63275 130338
1 23956 119164
1 78142 2308
1 83256 44365
1 29546 33341
1 4723 9439
1 78496 77919
1 68175 155896
1 76460 101714
1 92225 118279
1 3872 844
1 53405 109868
1 19948 68491
1 59768 31345
2 77437 40665
2 80570 83243
1 26448 86243
2 99414 45334
2 68285 137140
2 63196 17995
2 23472 66560
2 36447 50751
1 57203 148881
1 71256 39175
1 61160 989
1 98128 151034
1 43788 153898
2 65528 63929
1 8018 31055
2 34928 154332
2 3529 57398
2 79509 144510
2 23751 132044
1 43722 15849
1 64277 41332
1 73952 87013
1 78834 132148
2 26477 29832
2 46044 98850
1 70015 43031
2 27268 151408
1 27923 74121
1 16837 120113
2 63667 63898
1 50556 146644
2 74008 56284
1 75091 8186
2 81112 77708
2 52407 102099
2 39050 12482
1 85004 123788
2 73015 111604
1 63435 47935
2 37555 140484
1 66152 35090
2 4952 4736
1 99445 143675
1 53281 52809
1 32483 117191
2 11205 93309
1 37273 21711
1 13030 16003
2 94150 80842
2 89187 36107
1 14602 99647
1 12214 51301
1 91448 72779
1 44635 119471
1 56000 118782
1 16581 100617
2 105698 142299
2 89281 124535
1 105162 36779
1 66197 89171
2 15944 145445
1 84829 82092
1 63466 7667
1 9057 12084
1 16066 126889
1 70290 72323
1 15677 37351
1 88034 24390
1 49193 148721
1 23118 123944
1 35287 16659
2 10702 153254
1 38894 51891
2 29739 30406
2 8060 110026
1 55478 125795
1 31806 105012
1 69643 130193
2 83866 48438
2 33578 158522
1 23409 146706
1 30739 83485
1 22390 15560
2 67527 94324
2 44247 20248
2 54782 66242
2 68325 118502
1 85917 123410
1 40350 96381
1 69734 140183
1 85971 36436
2 93292 65931
1 86024 155592
1 21363 42278
1 99385 73773
1 98231 12821
1 55743 140720
1 70273 70411
1 38270 68806
1 12569 106431
1 30087 88468
1 65860 12262
2 25518 142574
1 69920 109690
1 41899 73939
1 34867 5142
1 3944 147197
1 53525 148868
2 12075 102566
1 87321 112121
1 19037 126987
2 39653 130770
1 14113 116059
1 800 82852
1 47021 83211
2 29071 74871
1 12069 29156
1 99944 24920
2 54346 104616
1 61353 153088
1 48876 8327
2 44536 27205
1 87505 137213
1 103817 35433
1 87860 14162
1 81550 37754
1 36050 43368
1 17984 88617
1 87566 112167
1 70485 81542
1 76500 110293
2 101191 49568
1 902 109412
2 42937 36978
1 2973 129442
1 88691 126947
2 42418 157400
1 94448 10984
1 40675 158176
1 70371 144584
2 87143 117668
1 99040 109586
1 9503 34537
1 87275 55493
1 86870 107935
2 77884 77294
2 102759 122015
2 45428 135020
1 62774 71816
1 34810 104113
2 35324 140106
1 68223 3806
1 23715 55759
1 51381 84320
2 19017 26126
1 68118 77530
2 1056 101549
2 40950 50997
2 51244 14302
1 19250 42486
2 9022 56292
1 81125 108088
2 75937 70505
2 21409 157501
2 9212 115500
1 80014 147364
1 70752 86040
2 49359 80782
1 43302 147357
1 96174 135263
2 67812 87052
1 12885 102347
2 22809 26695
2 48656 133159
1 50801 107366
1 42435 6769
2 51842 4730
1 65588 63770
1 17718 129450
1 4455 3643
1 71072 84769
1 105711 142150
1 93411 101780
1 41542 38949
1 34568 127796
2 43013 128548
2 103161 10739
1 84168 118061
1 77357 99089
1 11515 69796
1 6056 110760
2 71413 25189
2 88144 4483
1 35570 131923
2 42507 30925
2 68258 128075
1 45142 77860
1 11408 146789
1 28130 139806
2 53952 33899
1 39305 81980
1 75183 140938
1 54865 78008
2 86091 57815
1 37067 63726
2 27547 61659
2 62766 128478
1 4235 133595
1 68600 87964
1 60574 149351
1 104529 90831
1 102143 55432
1 31258 124622
1 26101 141090
1 5787 129050
1 96892 133619
2 23413 137874
1 17418 109400
2 44066 82587
1 470 83249
2 24897 80124
1 62700 3872
2 16299 52479
2 106184 66345
1 48934 109948
1 68946 7699
1 63622 151579
1 21680 130248
2 67932 65499
1 37280 25103
2 90725 140105
1 100130 52436
1 17072 78981
1 9009 145615
2 64969 122685
1 56384 146870
1 22153 1654
1 6047 12535
2 84566 44104
2 62479 127496
2 2621 54838
2 36014 4563
1 22528 59963
1 67052 119563
2 50827 128081
1 92979 131829
1 39051 74509
1 5509 137867
2 4839 77684
1 37760 37384
2 61454 36345
1 54162 28066
2 60452 67982
1 7400 43903
1 43876 76248
1 48526 99895
2 78615 93302
2 43443 124347
2 8172 47966
1 98751 16108
1 5468 102493
1 96227 46232
1 22524 85939
2 82806 53268
1 50739 26290
1 43541 101719
1 70252 123572
2 27407 152237
1 43489 72
2 44763 770
1 93791 49235
1 4808 14084
1 80585 156903
1 6597 46622
1 64236 96381
1 45917 102433
2 81773 74917
1 15880 146420
1 26829 677
1 39432 19133
1 72845 96062
1 14412 24771
1 21580 132601
1 13179 141882
1 9707 47121
1 73515 149285
1 51255 74124
1 80239 99891
2 20463 75802
2 44970 22308
1 38882 6655
1 18178 121933
2 41789 109124
1 89579 44589
1 50190 4147
1 32381 63820
1 38520 131991
1 80367 63248
1 343 51486
2 63877 15620
1 98802 82226
2 82570 71817
1 16804 40983
1 87872 95241
2 408 15117
1 499 31816
1 24273 121664
1 46157 87225
2 3678 106936
1 61977 71178
1 65223 124278
2 21665 96639
1 12757 31667
1 77538 25113
2 7549 31409
1 34428 23684
2 8352 103900
1 3792 74593
2 44161 79996
1 26645 35735
2 38889 15659
1 87655 49793
2 86756 74588
1 29023 107207
2 54124 118392
1 93109 43107
1 6800 72874
1 479 128269
2 105080 29665
1 24418 117283
1 12064 8088
1 25156 100348
1 33642 125461
1 14102 44604
2 11146 70270
1 88253 71795
2 93695 134056
1 72615 145859
2 13074 142539
2 64605 7001
2 15695 122611
1 103127 21683
2 32800 81095
1 43479 154292
1 99305 59431
1 56818 37609
1 283 61877
1 55902 138801
1 59673 156133
1 62086 155660
1 45374 159571
1 65518 98500
1 18362 116506
1 28068 77774
1 69105 89255
2 90596 53662
1 31741 128379
1 11872 17198
1 44537 2137
2 44734 82620
1 89658 151776
1 2083 45876
1 9343 158823
1 61109 114512
1 73830 16087
2 67653 110648
2 77876 129502
1 97331 100209
1 43741 36319
1 63952 111486
1 41315 10213
2 105960 107893
1 46486 126052
1 27019 86795
2 80424 132820
1 11762 118005
1 44366 53778
1 54149 104951
1 45851 27884
1 44522 49164
1 87423 133822
2 49228 139098
1 63405 48091
1 49740 12828
1 84702 158909
2 13151 104647
1 60566 110463
2 33641 83802
2 17146 4740
1 13967 147008
2 41352 100305
1 28535 158947
2 26941 153373
1 5501 27283
1 32282 57532
1 36703 23605
1 96747 96446
1 2166 115953
2 75567 12096
2 59425 6975
2 98588 87027
1 64197 153290
1 62783 27227
1 11202 89607
1 53257 116902
1 1167 50925
1 29374 62809
2 18180 92270
1 90861 99025
1 78652 105044
1 13948 123802
2 103770 8612
1 3567 67048
1 79743 20244
1 76010 78635
2 36530 24780
1 103437 26916
1 63222 62291
2 3455 2118
1 81776 63364
2 100018 13152
1 26619 88242
1 89110 125971
2 23263 52863
2 102471 84571
1 17710 45575
2 26047 147297
2 91408 73324
1 52874 78688
2 75045 116086
1 24230 75195
1 33071 83640
2 82855 131126
1 65195 108746
1 46037 129853
2 67950 26185
1 84396 62791
1 20512 52531
1 105166 78307
2 24823 136081
1 96834 65998
1 64833 103486
1 71006 155212
1 11490 132445
2 43025 145895
1 76962 106536
2 31516 99929
1 17569 145066
2 57302 55436
2 44145 70376
1 42039 54735
2 61418 30405
1 40160 120450
2 19169 140865
1 18634 113879
1 82858 2138
1 92538 150289
1 97308 52259
1 59210 27966
1 51587 81382
2 94146 73446
1 105313 91621
1 64232 153644
1 64881 72952
1 74217 61768
1 12550 75714
1 69855 109047
1 88974 62749
2 20011 83699
1 54521 101776
1 77242 72555
1 6831 6202
2 63862 50854
1 43681 52596
1 66601 69709
2 103847 20499
1 76521 143107
1 24151 114886
2 1548 130478
1 79148 12821
1 70690 75818
1 62549 22579
1 45221 22522
1 15679 4711
1 47718 85699
1 79077 153357
2 104915 8242
2 57655 104097
1 98885 112256
1 75701 112202
2 21617 19013
1 61433 142921
1 31270 151273
2 71327 107367
2 27271 17879
1 99652 150334
1 97852 15926
1 23089 70505
1 58702 8350
2 42227 99275
2 104836 16064
1 88008 21831
1 30399 158712
1 51501 113047
1 27350 134043
1 26000 114893
2 99018 40731
1 50270 47966
1 36800 89430
2 45537 22378
1 78443 28142
2 44317 20244
1 18311 9455
1 98800 3906
1 89101 128458
1 92909 140184
1 19090 113192
1 64658 70924
1 70543 57072
2 75489 111166
1 37205 348
1 13343 90097
1 68776 131374
1 13042 157613
2 97828 35489
2 103 111125
2 101819 95486
1 14478 129100
1 38072 37670
2 94290 38886
1 60359 24198
1 41272 41213
2 46537 147112
2 59629 41780
2 76455 106488
2 98918 105474
1 20476 106034
1 53620 141297
1 100778 37976
2 33224 136899
1 7785 119086
2 1225 46475
2 57189 30874
1 63427 52291
1 22920 121053
1 41104 70964
1 104017 68462
2 56801 64945
1 59703 149548
1 70599 11704
1 38891 12335
2 79135 118079
1 31667 146236
1 17356 151425
1 65263 60645
1 35545 34126
1 53464 76991
1 88276 142031
1 29031 119167
1 46995 21076
2 91134 137536
2 78251 124867
1 33968 6128
2 57929 7662
2 3950 146949
2 90857 117039
2 28866 83229
1 19876 14886
1 16064 18295
1 39624 61106
1 100921 4692
1 94130 33907
1 3586 31770
1 40510 74328
2 28420 153702
1 69617 159012
1 10876 3121
1 76855 33169
1 70751 15400
1 36992 36894
1 41671 96132
1 89414 294
1 51683 114689
2 39015 32675
2 19785 28729
1 79464 66919
1 3948 13370
1 19647 123492
1 42431 90438
1 7995 54219
1 26137 87878
2 105504 4518
2 41615 74272
2 23890 108080
1 50661 92647
1 39047 15985
1 10101 33689
2 41444 60573
2 74117 74047
1 67039 82868
1 41807 154259
1 42608 131111
1 47524 132007
1 69770 43737
1 87299 137978
1 44025 78496
1 92995 104280
1 7237 153072
1 28205 4312
1 83505 99646
1 67077 71071
2 2034 7113
2 13664 73573
1 97915 159704
2 81884 21243
2 6773 130173
1 43027 58940
1 51861 133025
1 71198 92848
1 55652 155347
1 81328 113119
1 67383 95821
1 101708 49820
2 29487 52078
2 92787 12631
1 97824 92271
2 88327 81828
1 12681 41039
2 29128 71784
1 17257 3023
2 58323 156716
1 17537 75836
1 83016 132543
2 25919 81957
2 17900 12158
1 49472 102806
1 20174 91308
2 31246 109118
2 65535 6323
1 45721 20819
2 40135 12018
1 8691 87987
1 62967 52169
1 99018 113511
2 42439 128342
2 47371 112522
1 80342 60738
1 5731 6614
1 90690 64741
1 32180 159628
2 50029 66764
2 37513 130240
1 7255 110883
1 1797 106274
2 78630 54356
2 34932 117805
2 64001 105188
1 96931 137916
1 79475 99120
1 80000 127882
1 2095 17094
2 15217 62240
2 59674 1609
1 14658 131860
1 59019 149094
1 64854 8438
2 49847 126163
1 52095 107746
1 13198 28452
1 66942 88168
1 97906 107025
1 19224 156328
1 80435 73093
1 65341 137077
1 84523 93701
1 74473 11946
1 37285 152996
1 73354 151411
1 31308 80731
1 52324 24572
1 88201 106156
2 18127 9299
1 83884 32765
1 103603 34790
1 88774 8488
1 99140 20226
1 12672 110124
1 106318 47863
1 65288 85045
2 39868 152642
1 47681 30152
1 76608 108664
1 61165 45930
1 100918 23324
1 2754 58145
1 9255 38292
1 29719 134614
1 70783 31273
1 40562 68501
2 47315 23746
2 54998 113224
2 13490 45312
1 18630 75397
2 85840 70565
1 28768 30756
1 4023 111488
1 19902 113908
1 41394 21233
2 80770 15760
1 7143 82679
1 86551 109630
2 90162 133664
2 9894 135869
2 69888 123617
2 69569 25233
2 82991 136746
1 93569 138704
1 47693 42804
1 106534 119467
1 37949 82114
1 95238 117838
2 30278 39847
2 17625 123404
2 79584 142642
1 24896 70930
2 20417 114461
1 2458 12288
1 69846 137877
1 3269 59945
1 30982 71920
1 104996 2465
2 66008 31721
2 54092 147735
1 38185 26921
1 4996 131650
2 95231 155819
2 72796 136039
1 12583 61831
1 22239 128480
2 53413 112316
2 3724 158493
2 5999 96248
2 99260 146874
1 100941 30825
1 106321 101137
2 1402 50325
2 97775 102944
1 783 102891
2 32745 63406
1 4370 116168
1 14661 12451
1 44877 24810
1 19543 33752
1 41604 8024
2 36657 103147
1 12739 93087
1 82688 69137
2 659 34239
1 16940 149101
1 55070 24953
1 3807 44708
2 16612 27398
1 48851 3450
1 98664 136100
2 65730 82847
2 14400 94890
2 22879 41888
2 99053 135169
1 6800 4423
1 99907 143186
1 6302 3321
1 73083 104809
1 52681 71071
2 104202 108606
1 6137 39999
1 90096 152122
1 36849 75160
1 21017 155646
1 57114 116516
2 75410 138268
1 39703 53981
1 16488 18898
2 65946 143765
1 27424 124440
1 56836 138799
1 47201 17610
2 22770 121657
1 5863 108599
2 74506 13105
1 68927 98334
2 69658 49243
1 16219 118944
2 30413 77750
2 90363 156816
2 101506 73186
2 45036 131407
1 82988 20326
1 74513 158582
1 89896 37792
1 103128 53072
1 59365 17129
1 70205 86733
2 93038 150539
1 3355 139285
2 31960 79655
2 44577 11508
1 19978 57840
2 80809 132111
2 51725 126250
1 17783 27311
1 64429 17279
1 68335 114136
1 81413 14869
2 87912 98627
1 25992 33870
1 6397 143531
2 7328 86142
1 49125 158210
1 37134 64092
2 19661 44471
1 66419 141639
1 35576 157726
1 100457 93428
1 31953 99085
2 85720 84454
1 19089 108087
1 62793 121690
1 98773 52249
1 95887 26232
2 63651 88410
2 105749 17875
2 33333 96018
2 71141 46394
1 23018 113742
2 100979 1064
1 99235 20079
1 79524 51469
1 57428 121615
1 79446 142603
1 14704 110036
2 81561 55686
2 2486 61166
2 27701 104581
1 23778 109948
1 54363 107308
1 69119 78586
1 66352 156415
2 27348 73925
2 86319 157648
2 79413 66235
1 17188 83753
1 50254 118715
1 31811 34436
1 30431 92662
1 27857 143207
1 87225 57264
1 4027 22146
1 90358 41957
2 36666 13637
2 101678 54827
2 95574 44870
2 23579 111442
1 56307 131687
2 85643 138290
1 11266 78614
1 73062 89480
1 24440 11265
1 85868 19763
2 24139 102548
2 53821 104304
2 75286 81739
1 40670 16954
2 30 58499
1 24712 155555
2 51188 150220
2 39840 1041
2 70784 32408
1 46067 33528
1 13027 150903
1 17373 1120
2 42930 158161
1 8311 40203
2 24986 129148
2 47932 119226
1 20940 137199
1 86511 157929
2 80385 131921
1 69223 48233
2 72802 35026
1 12386 110441
1 82149 60039
1 95585 110866
1 41471 102375
1 64886 79838
2 14184 122383
1 55763 133104
2 68987 82056
1 8611 88418
2 8167 70814
2 58415 8139
2 94189 109962
