100000 100000
1 52288 95305
2 42556 48072
1 20695 39528
1 57270 30794
2 30569 35024
2 36909 41127
1 29627 59675
1 59472 44869
1 42587 41118
1 54890 3477
1 28306 44077
2 58791 91108
1 25481 57210
1 3434 50018
1 471 61142
2 2702 34780
1 11472 52014
2 15820 77076
1 10035 69599
1 23612 13626
1 51538 4788
2 62559 66518
2 14820 16947
1 29560 53906
2 26419 14984
2 33154 48651
1 30367 3768
1 48607 53997
2 39623 41469
1 50151 54660
2 41500 35955
1 61474 1498
2 44133 73358
1 19985 48876
1 33476 99241
2 13286 1678
1 54878 44822
2 51354 20339
2 61876 76498
1 23356 46927
2 17579 6182
2 41697 31621
2 6326 44914
1 39513 15248
1 28448 15346
1 60895 62028
2 2773 12772
2 65062 91707
1 61557 98530
1 52102 52139
2 33841 58207
1 5094 95724
1 20630 46055
1 30305 49811
1 3042 74232
2 25141 18852
1 47486 61324
1 3356 39021
1 16633 71273
1 14244 91295
1 44872 40357
2 22553 25794
1 54365 87243
2 64329 28351
1 22857 7950
1 59136 6033
1 28371 36144
2 47130 18356
2 41178 81744
1 40202 4260
1 44859 2237
1 39065 88705
1 20050 59272
1 52950 67892
2 7305 38802
1 53606 58730
1 63835 52180
1 43859 89890
2 56808 79947
2 35439 90582
1 61510 67721
1 19174 59289
1 4138 36263
1 33205 4647
2 14670 97398
2 15741 16414
2 22784 10362
2 12808 97124
1 59964 40888
1 62838 52443
2 26736 19556
2 13583 13076
1 5851 79964
2 48404 20596
1 45046 92719
1 55287 17344
1 8231 12491
1 40457 40560
2 7101 76143
1 64056 81527
1 22608 27671
2 33180 74164
1 10981 18065
1 54691 37114
2 49371 25224
2 1231 49213
2 65861 66194
1 24219 26865
2 46995 58770
1 9954 2175
1 23501 35036
1 8811 71468
2 36412 85541
1 44468 5764
2 50662 936
1 33160 71326
2 2445 95340
1 60093 41383
2 55553 98434
1 25509 45553
1 12280 34266
2 51865 50773
1 57500 81948
2 12482 71873
1 28381 39629
2 21911 59901
1 32466 10853
1 13010 60179
2 45680 60716
1 52266 98820
2 56266 40684
1 1833 8658
1 30364 6210
1 36020 35961
1 39549 11819
1 47195 38335
1 2815 97300
1 46102 89708
1 34204 55876
2 50769 94327
2 5722 32320
1 41059 83385
2 47677 5958
1 46976 55866
1 5922 85101
2 39032 91295
1 58311 54969
1 22645 6705
2 11039 15401
1 48020 24198
1 64546 35341
1 57064 96206
1 19537 57351
1 3979 3796
1 43313 10456
1 8910 88954
1 50708 63167
2 6286 14043
1 36079 46672
1 12360 73311
2 65820 87139
1 23459 38170
2 23077 78350
2 13042 80617
1 29336 16097
1 23511 80099
1 17526 80890
1 22859 83606
2 51890 91212
1 39147 22780
1 65984 20076
1 35662 41586
2 30699 25056
1 25049 30338
1 2762 50260
1 4662 66644
1 57242 68597
1 55621 94350
1 12721 89109
2 3601 25959
2 28555 30534
1 36444 67450
2 44941 69998
1 48527 68503
1 46415 84320
1 51176 49109
2 6825 88484
2 12970 84325
1 273 80221
1 32132 34687
1 45562 97338
1 39117 41965
2 52003 25613
1 38032 28947
1 50378 13680
1 28207 38217
1 51087 29849
1 9486 14919
2 29647 99615
1 46313 43604
1 12888 32816
1 4982 32954
1 12403 81777
1 64084 34838
1 63200 73504
1 35220 95119
1 43463 67351
1 66484 50361
1 44745 56981
1 16412 63989
1 16151 51559
2 35609 92175
2 50909 65148
1 50578 19861
1 19553 64195
2 37092 79527
1 41327 34163
1 1639 92089
1 45620 47039
2 26780 82285
1 55031 58078
2 6994 85243
1 19554 66569
1 41910 15675
2 58164 85177
2 45566 91529
1 39057 51399
1 62831 7623
1 40685 17134
2 59023 33579
2 12559 30349
2 60922 88517
1 64194 97802
1 26247 99451
1 47201 72762
1 61222 71960
1 3527 68129
1 54903 37085
2 39368 50174
1 32081 81781
1 2015 7695
1 16795 97967
1 8232 83352
1 61397 78916
2 27805 83595
1 43420 41829
1 17180 48692
1 48288 50013
1 64149 58709
1 39955 27198
2 20266 40275
1 7553 91626
1 62082 24085
1 29663 49031
1 42972 68165
1 35428 95874
1 39804 4419
2 25323 89508
1 15930 98384
1 56571 96051
1 54692 14567
1 36533 73807
1 25549 58652
1 42868 55957
1 45041 24035
1 3034 10196
2 39836 63218
1 41012 91447
1 18251 42614
2 25368 83199
1 47326 95509
2 53140 89702
2 11305 39463
1 34735 45994
1 49246 40374
1 29316 33670
2 47669 74206
1 32746 74611
1 27047 12302
1 35345 8114
1 16525 35107
1 17916 39612
2 24437 43834
1 66471 99526
1 22386 57380
2 15648 36402
1 33943 78128
1 2397 16341
2 58362 82242
1 30921 38944
1 5849 20689
2 40876 76723
1 34627 98796
1 37097 91399
1 54488 91681
2 33760 45297
1 65101 57288
1 52212 86312
2 3714 63153
2 47750 66617
2 37394 63737
1 18422 56560
2 5791 73185
2 44229 45581
1 47010 85420
1 16202 59259
1 34002 1584
2 24365 79201
1 34536 68906
2 37368 12683
1 61550 5739
1 59260 50489
1 40115 98493
2 42139 88028
2 2593 34124
2 32785 40633
2 4515 71627
2 50486 29958
2 4119 96220
1 5850 14024
2 60264 7173
1 60426 12587
2 11955 57922
2 5502 3063
1 41763 66761
2 4936 86618
2 50331 61730
2 27488 79730
1 46816 28437
2 58113 57940
1 48959 14620
1 63544 4723
1 45343 21572
1 47677 52593
2 26836 94108
1 58358 33622
2 53406 52754
1 4618 45327
1 9236 3695
1 39762 35719
1 32667 56805
1 14041 39809
1 18258 18184
1 21147 39542
2 27597 39868
2 34292 8566
1 6154 9096
1 17788 20641
1 4070 47120
1 54219 47565
1 48109 95368
1 7816 93884
1 21648 44137
1 7016 20937
2 18042 73422
2 21629 32642
2 26410 39034
1 30069 83729
2 13669 32202
2 12530 35156
1 37515 64560
1 65631 50391
2 53893 95929
1 39377 49680
1 53929 58931
1 35245 4791
1 35884 97459
1 33743 63338
1 60542 91741
2 212 69279
1 29261 42761
1 51938 42032
1 62062 74175
1 1363 87331
2 16816 69142
1 12278 38486
2 6819 24749
2 49751 77760
1 27966 90037
2 44073 33975
2 6450 13587
1 22418 84239
2 55573 81574
1 886 4067
1 1090 98844
2 63266 28011
1 52901 1477
2 51085 40701
1 30322 90299
1 62841 84845
1 41983 48640
1 63300 75418
1 61983 51832
1 19634 81267
1 25609 56603
1 48492 30058
2 64180 2257
2 19759 97680
1 32120 56634
1 36112 44166
2 47234 10732
1 50616 80091
1 2369 21006
1 30960 96067
2 164 49147
2 43691 77015
1 9487 73017
2 964 22908
2 55646 15291
2 43117 59123
1 6072 5729
1 2820 56876
1 15773 63021
1 24534 51981
2 3650 61042
1 28246 24218
1 1663 39762
2 44478 43937
1 5051 50133
1 42915 83551
1 28716 23415
1 34785 55467
1 56355 93190
2 10114 75417
2 47423 31373
1 56966 88507
1 33143 84609
2 53076 51403
2 7642 71492
2 22287 8114
1 32483 4271
2 15792 61149
2 26788 59563
1 55924 63401
2 65223 1373
1 46651 95461
1 52423 41116
1 37552 46254
2 48634 38347
1 3795 89882
1 18117 35201
1 61496 47434
1 26256 36561
1 45610 13632
2 35921 12719
1 17270 58115
1 7971 37722
1 60166 5220
1 40922 57667
1 4071 52284
2 9614 1275
1 39127 10279
2 43874 29592
1 7727 4729
1 6240 63157
1 55593 90831
1 19529 27443
1 55076 48822
1 40002 23772
1 59935 32866
1 48165 10828
1 56168 15629
1 28760 15892
1 14160 94400
1 49075 61061
1 12718 59774
1 6963 67567
1 40953 17275
1 49049 55811
1 19549 56900
1 35556 80580
1 11689 83361
2 15427 16588
1 2527 96570
1 47733 41655
1 58116 98833
1 2305 38024
2 35761 81646
2 28409 58349
1 33334 21464
2 19982 3446
1 62894 54009
1 21529 6421
2 52429 25877
2 11187 73432
2 31698 18271
1 33142 52981
2 8145 95271
2 12079 89277
1 58854 87301
1 55386 24003
2 20266 8583
2 60732 99410
1 58882 413
2 25594 52412
1 64386 18709
1 61268 29324
1 46936 28287
1 13581 11249
1 49803 76914
2 7541 35723
2 43426 87465
1 59598 88958
1 46468 97692
2 14642 50355
1 28385 25841
1 32796 45930
2 4236 33072
1 24767 96207
1 35706 68210
1 15372 47636
1 23561 74461
2 5706 2620
1 15254 6858
1 63495 99203
1 50546 61872
1 42411 63070
1 56761 24113
2 22670 682
1 41397 3913
1 11708 64206
2 23032 17806
1 46374 42169
1 62010 93704
1 16860 22253
2 65242 49640
1 60856 2069
1 56914 66717
1 33568 35989
2 13860 36791
2 38985 24570
2 14350 88026
1 26523 44990
2 29444 88517
1 41637 67062
2 51689 16835
1 61440 98661
1 18932 68831
1 50825 29963
1 799 13808
1 29901 19047
2 56887 83182
1 647 91421
1 1823 9144
1 4204 68016
1 56486 40539
1 44804 24625
2 15121 58090
1 31108 85340
1 20317 12638
2 12890 98394
2 16799 4262
1 54653 64477
1 7258 73373
1 30286 53888
2 40614 54590
2 49629 60862
1 56443 92111
2 1811 60752
1 58238 33122
1 61617 64467
1 45950 37316
2 60413 60297
2 51922 59603
2 14622 70010
1 54128 1017
2 57662 87675
2 44800 91894
2 62924 70106
2 16682 21846
1 6771 79914
1 26806 60453
2 11922 17298
1 29927 82431
1 28803 9510
1 54486 81841
1 57760 30591
1 64230 67409
1 6222 83727
1 22561 93138
1 63023 66500
1 8813 89056
1 26989 25583
1 42509 74521
1 63808 26140
1 66099 88941
2 38326 17948
2 9600 63885
1 56035 84895
1 9457 81703
2 56974 11379
1 27692 61198
1 41563 31457
1 29347 27328
2 16945 77385
2 31706 95098
2 40341 94614
1 17531 58769
2 7714 81081
1 8685 14612
1 16498 77819
2 23766 93956
1 51771 19812
1 45330 94007
2 59929 13757
1 24983 83046
1 9981 96806
2 7353 20721
1 22816 66701
1 52493 69912
1 66549 15680
1 19968 24628
2 30123 57608
2 10371 79557
1 3231 67655
1 15928 68256
2 17257 81004
1 35375 53152
1 15748 71062
2 47994 79771
2 61068 2899
2 50491 27885
1 15068 2270
2 2971 71899
1 26923 96385
2 48719 77230
2 24653 73925
1 25619 89094
2 6791 51649
2 12338 93201
2 3376 17195
2 47053 88762
1 29807 59875
1 18928 96971
1 43783 4858
2 8657 11255
2 52670 87618
2 51339 70055
1 26149 13436
1 39504 57149
2 35457 84500
1 64031 42166
1 46471 35989
2 66651 38732
1 54758 5661
1 52000 70858
1 15880 57891
2 23012 46750
1 39148 80868
1 3157 31755
1 57441 74792
2 66524 70344
1 54971 74593
1 42056 15931
1 12438 24582
1 55447 34021
2 60694 58138
1 55640 2965
1 62077 85223
1 38201 44713
2 8889 7789
1 39750 61945
1 41675 2760
1 17742 37900
1 66308 42769
2 13664 77339
1 31419 56330
2 58119 33871
2 55307 28018
1 39989 43452
2 27949 4281
1 39497 10791
2 1534 46537
1 61206 29294
2 12043 30473
1 55299 29955
1 32854 49396
2 9821 22356
1 65267 2727
2 34081 37466
2 32293 95000
1 59142 42401
1 46714 13152
2 16848 41629
1 22973 61572
2 2379 34419
1 25039 67914
2 32130 37027
2 53345 19727
1 46378 44541
1 11779 49863
2 60407 49840
2 15434 85500
1 6719 60831
1 18030 30607
1 14434 50789
2 40791 6988
1 51492 27700
1 13463 77465
2 66127 71061
1 19619 98858
1 15556 62418
2 43942 86888
2 48757 65051
1 66640 50875
2 42255 80568
2 16022 26884
1 60268 89193
1 6 368
1 60303 32636
1 20321 51634
1 56399 81027
2 20346 38968
1 44077 18799
1 42255 82122
1 51322 31214
1 22644 79679
1 45579 71457
1 60679 95771
2 31611 45880
1 48884 20865
2 47768 11226
1 46599 20453
1 35824 73641
1 20858 58594
1 54522 98602
2 15357 44452
1 28874 2924
2 45717 16089
2 15624 99643
2 59989 71505
1 52463 38169
1 60591 72596
1 15296 7943
2 6145 28147
1 49848 75789
2 54300 30192
1 53574 321
2 12612 1762
1 1459 82705
2 1298 29237
1 35253 38233
1 53307 90878
2 60165 3233
2 64954 78292
1 62163 86942
1 14552 90755
2 47370 65215
2 12609 70943
1 51602 39128
1 27119 59475
2 46030 37551
1 52185 77340
2 20224 31053
1 38670 82157
1 60958 41740
1 37225 24070
1 22580 15690
2 57839 76634
1 15330 36240
1 60838 67244
1 13030 37945
1 37437 80098
2 14495 68315
1 23529 15055
1 41076 3808
1 59741 50788
2 18930 91344
2 58330 7270
1 42712 52360
2 31640 64000
2 32723 79692
1 17288 57276
1 28057 6555
1 6554 21012
2 45903 36263
1 41270 2222
1 39692 31317
2 2200 92767
1 25963 41061
1 59696 55333
1 54385 25832
1 28583 50769
1 8895 80221
2 34141 9138
1 4750 67476
2 282 97108
2 56966 71442
2 45601 68039
1 7690 25314
2 40931 80024
2 20188 94935
2 65369 5836
1 309 93960
1 2937 64199
2 31647 59758
1 40465 40154
1 55835 76427
1 32671 27868
2 20488 64953
1 57306 9275
1 4852 82715
1 3071 95585
2 53567 89655
1 50143 32722
2 24238 825
2 5207 98005
1 28851 65025
1 47380 32476
2 41487 32243
1 17666 30796
2 19317 13347
1 48729 63204
2 54650 17705
1 7453 53635
1 65327 33531
1 31405 55418
1 56296 80754
1 39858 15171
2 37007 26539
1 39028 88130
1 27759 78887
1 18226 94070
1 39401 78725
2 36084 1214
2 8977 61644
1 51295 85870
1 19732 37124
1 36044 94399
1 51483 31766
1 20131 66188
1 22672 98951
2 54992 99707
1 64887 95815
1 53735 47584
2 4341 29544
2 24956 53036
1 24247 40270
1 9687 78702
2 51900 42044
1 41360 62878
2 8014 73877
1 26850 31105
1 7036 45874
1 1501 27742
1 20131 7620
1 39910 35302
1 50696 11842
1 23965 77346
1 59568 55851
2 39474 30996
1 55272 71359
1 27408 69516
1 50153 33824
2 21054 84614
1 5211 33245
1 37670 6521
1 38230 13098
1 8215 31092
1 8235 67199
2 63688 12186
1 48443 51571
2 803 19492
1 11336 1261
1 6947 46685
1 45260 88208
2 31359 73363
1 18046 59753
2 7561 71121
1 26501 11389
2 16710 70063
1 25846 8012
1 58352 72755
1 9177 83099
1 60117 49669
1 29743 66786
1 47160 57516
1 5310 92595
2 2460 35386
2 19894 49202
2 32921 68649
1 44018 75641
1 62911 27978
2 28559 24553
1 3167 77675
1 9175 25096
1 27230 57127
1 62272 37043
1 65658 80156
1 31770 15335
1 17154 74759
1 57209 69815
1 52839 41124
1 38480 47656
2 47452 9517
1 47696 53689
2 3894 10850
1 23281 16974
1 54641 97797
2 9540 30645
2 24758 67801
2 28269 34096
1 7718 62335
2 31463 60590
1 34768 12461
1 896 59321
1 48368 70792
1 22391 68889
1 55533 69089
1 45803 59911
1 5237 74389
2 59374 85525
1 1282 94239
1 58204 20341
2 49331 28061
2 1057 72287
1 25334 4844
1 52288 80183
2 36838 44722
1 16558 85936
2 27796 90761
1 4065 87543
1 10874 46447
1 30466 22493
2 47968 96484
1 13007 33929
1 5161 96693
1 9397 52305
2 5348 89072
2 7491 4135
1 16251 3224
1 21274 97835
1 21534 29149
1 20137 60663
2 40766 86005
1 7900 69684
1 38216 61706
2 3486 34260
2 13743 55512
1 17337 94736
1 39898 59923
2 41451 794
1 65378 61359
1 65206 56439
2 23107 75488
2 56175 32086
1 65701 28448
1 61195 1104
1 59207 12694
2 29243 96934
1 25449 89518
1 19910 74428
2 21573 63446
2 35372 39979
2 17688 38309
1 39103 60183
2 9959 67773
1 6395 57418
2 22893 79202
2 802 60106
1 65927 97253
2 18936 17691
2 4215 51302
1 32123 7230
1 41181 28374
1 6044 87680
2 53874 52595
2 15739 59248
1 63417 80464
1 21279 3759
1 16083 82880
1 51798 85297
1 25209 81605
1 44806 53164
1 13866 80011
2 24388 43646
1 22340 3977
2 50875 46083
1 14098 64133
1 9349 10069
1 57512 49698
1 40811 44812
2 6908 77849
2 9402 54048
2 34813 10556
1 46941 12496
2 39550 13225
2 25971 9172
1 29810 13475
2 27425 7363
1 47568 41516
1 3052 31176
2 55507 29650
1 35056 87058
2 1842 21810
1 45829 49280
2 62965 73789
1 27133 81379
1 9315 39659
1 35020 77440
1 64723 53028
1 60954 89523
1 56566 1781
1 29638 34786
1 37083 12637
2 66595 72069
2 50134 93989
2 10937 88181
2 41598 22814
2 48826 86913
1 25894 37400
2 26371 82879
1 4874 63687
1 35479 69414
2 12002 69807
1 33590 8711
1 21874 23624
2 44966 74374
1 11017 55648
2 35906 55737
1 14897 87137
2 36482 82153
2 56095 31394
1 8791 7450
2 46371 56857
1 5163 95140
1 29130 87711
1 65554 4001
2 6281 61348
1 41923 96628
1 8317 59639
2 55952 32354
1 54563 23583
1 24446 91855
2 19205 93894
1 23387 27935
1 15183 72264
1 60895 28486
2 63491 30579
2 13385 25426
2 52366 75298
1 51841 30858
2 21157 93525
1 28852 18951
2 24275 69634
2 6805 80662
1 53616 42365
1 54123 6988
1 373 88596
1 1149 25386
1 17211 62975
1 60165 49587
2 13240 13417
2 51872 75287
2 42202 85898
1 4360 27210
2 55814 60647
2 54141 6351
2 1158 26065
1 37884 73510
1 25618 52371
1 25725 68999
1 3125 12246
1 1993 55786
2 28234 65855
1 39092 72715
1 18214 89677
2 48632 63580
1 65321 93663
1 58027 16987
1 43288 44194
2 64284 61965
1 3368 21585
1 50260 53790
2 52321 82893
1 25206 44663
2 36573 72410
1 48980 3873
1 33452 66121
1 44489 11693
2 15871 83696
1 32746 96727
1 31120 58686
1 23059 40996
1 64205 53932
1 12202 98664
1 23326 86300
1 31480 25617
2 1859 67005
2 11635 29887
2 27962 26453
2 11059 66033
2 13134 36523
1 34029 19856
2 51257 81300
1 40501 73477
1 804 64130
2 51969 91039
1 60152 93346
2 52960 2013
1 53927 57496
1 33648 10739
2 4668 78340
2 11355 74865
1 44230 62428
1 44752 25770
1 31040 9074
2 43111 63384
2 35837 5466
1 59223 33826
1 37754 17053
1 20548 86268
1 9059 19884
2 34664 13585
1 58657 26616
2 45370 33284
1 38397 23762
1 8855 45323
1 17597 22207
1 9245 67324
1 14414 76248
2 37109 18575
2 49370 34720
2 13973 48102
2 12527 60295
1 64652 74805
1 51756 14729
1 41120 82968
2 13938 68098
1 53883 86851
1 55519 41471
1 64420 56708
1 28396 26099
1 53704 25282
1 5595 65953
1 11134 32859
2 38555 31599
1 13470 9498
1 856 84177
2 1351 45801
1 12618 3000
1 3509 52905
1 59247 40719
1 27143 38627
1 45771 63489
1 62271 97768
2 8122 7348
1 52501 49706
1 63056 57407
1 5346 69664
2 35830 84068
1 33073 91075
1 44185 31722
1 55019 24790
1 47172 33573
2 23786 27210
1 17364 79978
1 45390 75890
1 5677 9629
1 21737 97568
1 26619 19316
1 54717 37389
2 65685 71705
1 28931 71190
2 18258 17246
1 40218 51083
2 30756 9289
2 5329 59223
2 11298 94749
1 56550 26896
2 62243 90246
1 37650 99229
2 13595 29459
2 3441 11826
1 51643 71428
1 18042 81094
1 41923 2551
1 50880 11627
2 31550 14668
2 46641 54385
1 52014 45742
1 62628 45859
1 64108 4811
1 18530 86368
1 55233 84983
1 47411 90403
1 66635 59912
1 46566 43076
2 16709 80165
1 61415 86602
1 63681 99889
1 62725 18426
1 24501 70873
1 6325 44218
2 45378 63312
1 45663 99382
1 13520 77947
1 2681 93354
1 61627 98775
1 6822 97353
1 39381 36893
1 14092 29636
1 30699 6415
1 57827 16681
2 43971 2195
2 9619 94259
1 28328 84984
1 43261 28423
2 40892 95157
2 34722 2714
1 64857 15201
2 31301 8085
1 46710 22528
2 41033 65178
1 53646 50597
1 19586 22401
1 30651 19551
1 23287 93918
2 23073 78013
1 19897 69389
1 55931 57542
1 8259 10076
2 20967 8708
2 3583 12942
1 46556 79729
1 25545 89847
2 10262 88855
2 32413 52185
1 8470 79499
2 62075 40850
2 62109 30338
1 14556 17429
1 30445 36917
1 20507 96351
2 54852 3331
1 66542 65469
1 8830 90753
2 55032 43732
2 26963 25202
2 42553 52164
1 11503 79986
1 33270 68779
2 34685 87756
1 48579 59122
1 51650 1400
1 5638 10974
2 3845 20527
1 55814 28466
1 38807 72055
1 55650 12646
1 35661 9282
1 8023 64504
2 52481 49311
1 12668 81238
1 55716 44734
1 54027 40227
2 27691 11598
1 41684 66638
1 23157 97887
1 22229 86369
1 17450 51290
1 7175 62805
2 16992 62036
2 25227 86410
2 26925 90415
1 9263 35430
1 21517 23937
2 11719 15394
1 40832 10506
2 2723 75251
2 36146 4361
1 46210 72582
1 34391 10650
1 31987 24188
1 41009 5100
1 53487 27372
1 21840 22717
1 36400 32309
1 42380 14323
1 11495 86867
2 15303 50822
1 61988 60952
2 2725 58635
1 21469 11663
1 42272 87615
1 66271 51256
1 58461 61803
1 51614 83918
1 58721 18460
1 21032 15463
1 33565 91427
1 28536 40315
1 35677 15475
1 25497 74212
2 45007 9100
2 14919 18616
1 39259 99221
2 20656 93473
1 38657 90027
1 10563 5881
2 207 51409
1 1629 28887
1 904 97839
1 35932 6995
1 21740 71532
1 48385 66499
1 65403 57077
2 21435 44211
2 39543 50845
1 52045 36049
1 21504 30310
2 35943 97693
1 64440 12544
2 21685 64085
1 6863 77174
1 21572 49002
2 29727 78193
1 29664 66267
1 25463 22977
1 56843 71773
2 23864 48657
2 26082 95381
2 12746 27880
1 46653 52328
1 43755 81869
2 40924 28698
1 46684 38463
2 20063 9341
2 50597 9627
1 52266 9751
1 64322 35496
1 35363 13912
1 7241 42563
2 36693 67280
1 3021 32634
1 48930 75410
1 40836 97252
2 12949 24296
2 37108 74327
1 5622 26435
1 7220 61388
1 13034 16378
2 60146 51415
2 15745 35622
1 17455 15907
1 8603 68132
2 20500 20878
2 8418 9043
1 22277 24893
1 39042 98623
1 12265 48426
2 30712 62351
2 40152 30034
1 10807 4479
1 29258 80985
1 8362 44690
1 13645 82998
1 8020 1104
1 49942 1653
2 52479 30229
1 9584 77566
1 61209 16028
2 33971 26589
2 34777 40083
2 16275 11585
1 30799 16590
2 56059 29068
2 6100 43925
2 32470 34125
1 63637 85691
2 11974 34659
2 14800 64291
1 6565 78865
2 22907 83846
1 40687 109
1 22602 38844
1 35878 73745
1 63254 65157
2 10530 46548
1 27026 27453
1 65977 78940
2 34552 11815
1 28176 7117
2 1059 19016
2 43624 24900
1 63421 50899
1 45736 8356
1 1143 52069
1 1986 88673
1 59179 56943
2 34061 67218
1 11157 46568
2 2361 1474
1 24439 63023
1 28650 87444
2 30266 35138
1 58123 18418
1 46030 10055
2 3483 57466
1 14310 63503
2 53715 44534
1 55246 47373
2 45067 89782
1 25517 25087
2 53300 64049
1 16435 51346
1 43813 62519
1 35601 9980
1 43456 82062
2 28778 94871
1 43328 63134
2 54422 21553
1 19402 93327
2 52743 18531
2 24261 72287
1 29244 10171
1 62067 98950
1 31356 75224
1 48408 71910
1 53254 73745
1 29430 41899
1 49462 50837
2 7748 31289
1 64034 76780
1 30612 83460
1 61025 51510
2 18479 93290
1 40307 65609
1 18867 65779
2 52185 95390
1 54507 48040
1 33737 67484
1 41171 73878
1 18224 84638
2 53073 53999
2 12202 89776
2 59124 52235
2 64044 99586
1 12423 1478
1 46826 88802
1 57082 47568
1 62430 81316
1 60709 40598
1 9999 98829
1 44041 43187
1 15045 52176
1 60716 916
1 14395 17745
1 26821 61505
2 39907 42926
1 20945 89925
1 3947 91192
2 11401 33520
1 28643 33180
2 19478 87877
1 18802 53551
2 2095 37354
2 40833 50075
2 26490 68806
1 2900 99011
2 33188 43635
2 53575 85713
1 10275 74753
2 21845 65059
2 29390 80211
1 50296 2175
1 34495 33995
1 29628 6206
1 35454 80461
2 32307 114
1 2329 18190
1 51635 57428
2 64190 71691
1 41694 6286
2 45997 94027
2 51968 33629
2 40678 69630
1 59861 51362
1 52380 37636
1 13357 71406
1 22433 38963
1 44326 48726
2 61291 19557
1 57568 9947
2 49319 98146
2 34031 4709
2 29642 77316
1 20133 87805
1 17029 24533
1 24293 18185
1 39566 53701
1 100 68972
1 21795 48742
1 11281 92483
2 63606 33376
2 9150 92333
1 25625 26937
1 52429 5829
1 51435 60432
1 61984 14548
1 19824 6519
1 22245 16735
1 51756 43222
2 50486 76963
2 6881 53589
1 32984 97320
1 66113 64692
2 7340 74846
1 30484 10633
1 34821 17971
1 1289 61557
2 46907 10922
1 57402 41631
1 62803 70311
1 37703 51952
1 66319 65774
1 6517 30015
1 20760 20152
1 14905 93942
1 53892 53759
1 41291 18190
1 27039 75544
1 26897 54624
2 65554 79228
1 2400 20459
1 46779 23554
1 4465 13333
1 25940 40079
1 55131 96917
1 20697 74490
1 38378 40322
1 57661 69016
1 28642 96401
2 2162 85446
1 19672 75642
2 50802 77048
2 56077 29629
2 39675 92370
1 52540 78285
1 3365 2495
2 46170 15965
1 50545 68396
1 22796 57563
2 11435 34404
2 16364 81641
2 24936 74154
2 15979 97750
2 58424 75646
2 44622 18461
1 7718 59125
1 26718 33111
2 39251 96667
1 8806 74091
2 18297 16588
1 18366 43316
2 9425 7566
1 34473 70450
1 51282 42785
1 22137 3046
2 37699 18573
1 29526 71231
2 51662 93870
1 18725 11568
1 38295 93588
2 58221 63375
1 10573 12629
2 22420 92177
2 49641 96285
1 59096 31389
2 5012 40308
1 37800 97596
2 60708 53464
2 24273 27265
1 12543 57857
1 30527 51824
2 28179 95188
1 61635 44864
1 34419 71193
1 64358 4946
2 23247 13128
2 13890 3965
1 40389 6338
2 53834 56146
1 15080 22404
1 33822 89858
2 13266 30887
2 23793 80873
1 10878 69458
2 32433 88357
1 14891 14157
1 33557 10024
1 52042 79795
1 47179 88402
1 6274 69827
1 50914 58159
1 29452 71587
1 32729 75892
1 46001 90803
1 49438 84216
2 8697 95896
1 8044 60791
1 9695 36278
1 48725 34045
1 21434 97710
1 33173 23850
1 60786 58525
1 27673 50498
2 5581 23901
2 41750 75170
1 57468 3744
1 57823 67049
1 44284 8112
1 42459 14514
2 20696 98969
2 10766 95140
1 65402 68871
2 24183 11599
2 24938 90180
