50000 50000
1 3644 29756
1 28797 17991
1 61 3460
1 9186 20425
2 12380 18857
2 18331 10515
1 28702 29405
2 2807 41478
2 14881 20615
2 947 20401
1 22819 7158
1 13936 35855
2 10815 42455
1 24916 7571
2 9113 6578
2 24322 42194
1 6532 17951
1 13875 35836
2 1163 28052
1 7454 28249
1 9899 27557
1 19924 1241
2 4471 44176
1 5102 24838
1 22484 29353
1 8006 19590
1 18831 3936
1 20468 49820
1 32019 29159
1 28617 42871
2 1142 42887
1 13072 7924
1 5483 2559
1 22640 37124
1 32189 41067
1 9821 31912
1 18531 43270
1 32545 20242
1 12997 1277
1 3205 12482
1 11017 30392
1 23809 9938
1 19266 46947
1 32338 25343
2 18873 10908
2 31813 37167
2 6734 19900
1 19829 13031
1 7006 25911
1 5498 17678
1 33033 13820
1 7969 40381
2 11191 5121
1 21079 25623
1 7440 48929
2 3003 32317
1 30199 23333
1 6103 37799
2 29586 15001
1 11382 10306
2 8187 2536
1 13110 22805
1 32138 42984
1 28050 35296
1 1862 48296
2 22506 17343
1 639 18088
2 2151 24818
1 1592 40462
1 26132 31291
1 17414 4856
2 32085 15680
1 4855 23581
1 23091 36779
1 14938 36195
2 17086 23381
1 25770 22781
2 11293 138
1 6571 25786
1 2280 23948
1 10024 23504
2 31501 44409
1 29153 12146
2 31665 20782
1 26622 13886
2 17218 32917
1 23145 38275
2 4505 28613
1 1671 42969
1 13374 44209
1 23566 29303
1 23151 22251
1 9188 19280
1 16166 36260
2 19185 1517
1 9239 25067
1 11332 41304
1 33322 38642
1 11410 39598
1 1960 21019
1 20205 16123
1 14692 35032
1 20262 34787
2 13651 43793
1 30892 17460
2 17679 16550
1 4670 5524
1 29748 7602
1 16675 20671
1 17631 36077
1 24219 17357
1 32833 6373
2 28600 14671
1 16480 44532
2 13333 19340
1 5505 29633
2 1352 14030
1 1203 26131
1 20871 10305
2 2398 25029
1 31195 11792
2 3785 14007
1 20844 38786
1 22992 27325
1 24496 37299
1 20220 41574
1 30503 35726
2 687 45065
1 28493 41910
1 11271 46662
1 32081 36750
2 33315 20154
2 11775 35183
1 18506 27134
1 32424 19072
1 24155 24729
1 12651 9501
2 16611 11849
1 198 4807
1 12355 18673
1 26304 46650
1 31924 35125
1 21380 20372
1 3015 396
2 25334 44047
1 10543 43921
1 14088 26533
1 21522 25247
2 1881 35814
1 27644 6561
1 23345 8354
2 18504 47441
1 13880 37058
1 18926 17318
1 21688 5453
1 32929 38919
1 31477 47059
2 4892 12965
2 16253 48398
2 12370 38010
2 125 12780
1 18898 2386
1 3546 3862
1 5993 36763
2 28857 39425
1 17266 1556
1 4565 19783
2 29005 9073
2 31824 32280
1 27888 49635
2 14214 30567
1 492 13685
1 26165 5520
1 12954 35734
2 11998 10711
1 14691 38189
1 3124 8902
1 4050 8455
2 26253 30757
2 12588 28333
1 9773 36206
1 11309 38183
2 29383 48671
1 29642 12080
1 23005 38545
1 9194 39620
1 26283 39231
1 8681 37975
1 6356 34817
1 6551 22269
2 17499 34913
1 20272 4976
1 32845 41516
1 33088 15510
1 13140 17535
1 21906 13713
2 2825 34042
1 25442 36624
2 11161 47533
1 5262 18145
2 32275 36672
2 23306 32176
1 6581 2204
2 7355 28063
1 5193 37943
1 22145 3770
2 24522 33031
2 10799 23730
1 15788 28157
1 10192 29803
1 31350 37544
1 9667 35833
1 27159 46014
2 32921 41239
1 5287 43632
1 1368 47095
1 14166 8100
1 29609 36240
1 31595 3165
1 4489 47160
1 29137 29076
2 20508 13254
1 20348 47557
1 14894 17095
1 22196 24733
1 29771 35716
1 6594 29215
1 2065 13568
1 8001 27679
2 30428 7730
1 2263 24106
2 12516 28421
2 13525 25645
1 32225 7081
2 15305 47337
1 27324 4746
1 5494 12214
1 4548 3268
1 7960 37914
2 32941 19109
1 9645 25523
2 5643 40645
1 3462 6760
2 14390 8400
1 29456 2395
2 5764 20094
2 22382 36078
1 2050 10090
2 27787 3491
1 28939 31350
2 10357 14768
1 18601 16284
1 8940 30243
1 20351 13240
1 26545 8484
1 24618 48553
1 16130 18658
1 2588 25827
2 30922 29359
2 6323 32798
1 29998 32838
2 1952 16170
1 29199 48393
1 31881 49215
1 19981 18087
1 21825 17198
1 19217 30915
2 14986 31876
2 10774 6866
2 19243 43345
2 4315 9812
1 23955 20314
1 2300 40340
2 17249 26435
2 17461 45061
2 5046 16032
1 5188 23593
2 22095 37537
2 28399 6853
1 16072 46243
1 22564 33460
2 25524 13114
1 12058 16120
1 20 34310
1 9048 28631
1 17017 18294
1 953 12594
1 15082 36042
1 7299 32290
1 10531 1451
1 24771 17799
1 5700 2556
1 24272 11109
2 32529 5012
1 16210 38191
2 3988 4015
1 31211 28767
2 19434 995
1 10097 2003
1 977 21910
1 30585 49866
1 8458 32311
2 1043 44481
2 15371 29251
1 25727 47357
1 26424 26935
2 3659 43382
1 1466 40146
2 1031 8744
1 5233 23428
2 33247 38251
2 22951 30322
2 8894 46011
1 32804 40571
1 1184 29792
2 7059 33667
1 21551 2263
1 3282 26133
1 19797 11871
2 15637 19835
1 30580 42286
1 10184 37052
1 6385 31973
2 8067 15717
1 654 37372
1 4011 46274
2 24932 40781
1 23545 48153
1 27760 43818
1 28388 5482
1 8041 48082
1 9239 40598
1 3929 36654
2 2963 47501
1 14949 38010
1 29392 32440
2 25484 4281
1 20854 17114
1 7672 36873
1 1163 16547
1 19032 29859
1 15507 38327
1 6837 30012
2 7294 18277
1 7456 11297
1 32458 26029
2 4329 19676
1 25562 41842
1 32719 1282
2 20352 32209
1 30413 49991
2 20211 19993
1 12800 41714
2 32963 43677
2 376 20988
1 20709 28456
1 22802 26130
2 33231 34071
2 9688 26228
1 8252 45353
1 8638 31332
1 12259 41047
1 19605 27510
1 1162 18763
1 5701 47746
2 24183 14117
1 7065 14901
2 1986 19091
2 11058 21954
2 27684 3642
2 16903 40871
1 8973 27902
1 12004 35106
1 26928 30130
1 5723 45311
1 27637 39558
1 419 35353
1 19036 22197
2 32367 10088
1 18740 30414
1 25148 43180
2 14378 42502
2 14631 31779
1 31297 7978
1 26088 5418
1 19391 1019
1 25896 10276
2 5354 39802
2 20482 9514
2 27728 49078
1 12111 35728
1 21370 49529
1 14819 37104
2 26122 40217
1 93 17968
1 7994 41559
1 14832 14260
1 28384 34258
2 18710 497
2 29142 36857
1 5942 15865
2 1407 7623
1 11166 11125
1 16148 2701
1 9283 32217
2 23124 35321
1 22049 712
2 20292 24983
1 29582 11606
2 3732 7325
1 23048 37366
1 6218 30384
1 6868 30895
2 31073 47754
1 26174 39533
1 11661 49557
1 32534 34023
1 12798 14533
1 1817 37960
2 32241 37072
1 8107 18787
2 1663 35861
2 2968 10928
2 20893 12699
1 31971 17271
1 21979 25525
2 28161 8642
1 1685 42925
1 22767 1901
2 27361 31841
1 28281 34263
2 16942 12864
2 5263 28495
1 19165 47449
2 20612 5847
1 2131 22287
1 2849 26247
1 29044 18086
1 432 25748
1 27447 26957
1 11833 16920
2 6968 47475
2 15043 40782
1 19572 8697
2 14697 47152
1 24623 23027
1 8292 16961
2 985 8694
1 31204 28435
2 14538 47710
2 16183 7732
1 3607 34835
1 4572 349
2 9167 1542
1 2427 28278
2 30335 11977
1 32520 12944
1 11464 336
2 9265 34296
1 28021 10283
2 3617 15303
1 29407 45982
1 16405 17028
1 33000 22739
1 24473 15743
1 335 16520
1 1717 9972
2 24878 43017
1 14782 22000
2 14179 35054
1 27751 11335
2 22458 4581
1 10184 29930
2 5954 48175
1 7811 20389
2 14645 14537
1 1320 38995
1 7916 31819
2 4313 13762
2 29963 5420
2 13750 48068
2 27489 36212
2 31602 11614
1 31316 48721
1 9995 30006
1 88 4879
2 7146 5754
2 31939 38871
2 8496 37613
1 25782 43551
2 5829 9920
2 25966 4741
1 29156 27772
1 27625 26475
2 19759 769
1 19723 12848
1 2080 5965
1 1780 9274
1 1985 40572
2 4703 17884
2 32117 4920
2 20013 20662
1 31623 19161
2 20297 20097
1 25011 37079
2 15923 10801
1 3570 25585
2 15478 589
1 16785 44061
1 15434 2051
2 31138 25401
1 2229 3723
1 9238 23708
1 7533 8155
1 18690 21035
1 15647 45522
2 8422 8326
1 523 30520
1 5726 49086
2 4585 23202
2 29278 47948
2 27177 48012
1 23826 17616
1 20825 26102
1 16322 46823
1 3071 12251
1 20830 36520
1 20483 39504
1 25153 38558
2 2446 2528
2 12260 4111
1 22932 15959
1 5739 2145
2 21171 42986
1 11056 35045
1 31661 1942
1 29347 41881
1 18976 7586
1 26406 2029
1 17903 7187
2 9944 32872
1 19040 11783
2 29619 41818
1 2 17198
1 14514 16234
1 17739 15663
2 20943 21925
2 27589 525
1 21674 12843
1 27283 12271
1 11258 20381
1 5913 2008
1 26355 18707
2 6073 4115
2 17438 44089
2 16746 22634
1 26928 29294
1 15622 30825
2 3263 32134
1 22740 21743
1 11767 7977
1 30300 33380
1 17690 41724
1 28526 43115
1 16660 32404
1 15281 43982
1 25137 19569
2 25317 24281
1 11211 37807
2 631 6303
2 10369 12320
2 26031 38668
1 18549 42914
1 21779 248
2 11203 10296
1 28406 3277
1 5117 26471
1 6571 27708
1 24613 7705
2 25614 8716
1 12239 33098
1 30049 44959
1 18444 35861
1 10688 16254
1 11626 26923
2 5074 40885
1 750 25553
1 29729 47339
2 33218 27093
1 2302 3234
1 19737 24943
2 22730 29989
1 30966 14808
1 7777 34116
2 23476 38488
2 26176 34681
1 15008 25723
1 54 26061
2 32847 35337
1 25449 3176
1 716 27504
2 661 37635
1 14050 13334
1 26939 16411
1 9735 11468
2 27665 7583
2 14806 46887
2 16858 28742
2 21467 44048
2 8969 18685
2 15132 45689
1 9305 29152
2 5565 12566
1 28336 31563
1 25564 37742
1 9400 9424
2 16943 47116
1 6848 8972
2 32662 46625
2 12589 28022
1 22488 22171
1 14293 11258
1 9749 16059
1 7097 36614
1 31582 10248
2 13287 3345
1 24148 17207
2 5683 6208
1 11970 9546
2 31334 40282
2 6577 30217
2 14365 47168
1 21516 10774
1 25157 20852
1 25949 7324
1 24203 11990
1 9167 34704
2 31474 15736
2 9322 20681
1 5564 20345
1 5173 5973
1 32361 26890
2 31156 41036
1 29247 38311
1 14931 21596
1 15260 13737
1 21739 29762
1 16631 21093
1 550 40252
1 20019 7120
1 30639 12238
2 19147 47604
1 19789 24878
1 3406 40855
1 31186 10984
2 14110 31689
1 8576 25249
1 27888 11725
1 1155 30640
2 31031 2079
1 31296 37076
1 16121 10596
1 17291 12675
1 17953 10693
1 29921 22362
1 13589 30429
2 25178 1378
2 32702 36342
1 25433 41078
2 19444 14630
1 1844 36563
1 31106 10820
1 9314 42463
2 12035 7035
1 32737 29201
1 4615 18320
1 16174 45949
1 19902 22083
1 25876 541
2 31008 49671
1 2304 46806
1 24451 45468
1 19835 14863
1 13903 39983
1 16379 30518
2 18046 41356
1 2713 28691
2 17592 9209
2 1623 1640
2 30094 49114
1 7565 22836
2 2799 21237
1 18260 32073
2 2576 13101
1 10723 17569
1 31442 12239
1 24815 19543
1 17716 39985
2 18508 38942
1 31005 9071
1 18240 49586
1 18846 16044
2 7570 25337
1 30467 49337
1 32566 42933
1 16479 4371
1 22236 38420
1 26178 12821
1 24978 33922
1 24925 8146
1 21376 19272
2 18063 34284
2 10672 35668
1 123 36890
1 29979 635
1 26700 44395
2 13356 35826
2 8271 36674
1 12190 27416
1 17999 4763
2 7840 14836
2 1783 33888
1 20186 19838
2 20636 4495
2 9446 13773
2 16543 13791
2 18970 12351
2 23418 39834
2 4532 36729
1 32625 22673
1 27005 48333
1 5463 21643
1 31402 33680
1 22225 4826
1 8116 15109
1 22327 12566
2 1353 17793
2 32361 48725
2 27111 10028
1 11888 26341
2 26911 29686
2 29654 35709
1 9183 39970
1 21276 14380
1 8966 45088
2 18277 4306
2 13228 11818
1 32687 1191
2 7264 49858
2 15664 40239
2 16992 14393
1 12615 41588
2 6553 31277
1 9816 5025
1 20787 25751
1 1778 16184
1 31164 22705
2 6605 44067
1 26923 38528
1 27899 36846
1 4818 24387
1 530 28827
1 24320 32250
1 19830 34205
2 5849 13199
1 1235 24030
2 17641 16871
1 14194 30069
1 12032 44142
1 2360 8085
1 15279 47334
2 17425 6811
1 14520 35996
1 32184 41845
1 3068 31427
1 30967 49897
2 18922 44966
1 10395 28210
1 27052 22997
2 19255 40595
1 11077 32074
1 1130 25423
1 29283 46444
1 4956 5690
1 28656 9197
1 4537 48781
2 5622 44728
2 24304 46059
1 6436 47397
1 6794 20950
2 30495 48712
1 20768 16377
2 1036 3242
1 14413 46011
1 24565 36325
2 28844 9412
1 12558 17434
1 32628 47399
2 33242 1771
1 12760 3514
1 7986 17759
1 26590 41339
2 20088 25899
2 32660 4294
1 31966 2730
1 30999 21014
2 19863 26080
1 8940 12307
1 19033 46347
1 10979 17106
2 13441 43275
1 28906 45673
1 18745 21324
1 8488 6535
1 27784 24915
2 10594 18903
1 24872 18571
2 24410 37542
1 15420 44521
1 4643 22788
1 29708 20929
1 16499 27450
1 9305 13407
1 5725 31913
1 16138 2770
2 4727 17315
1 16084 29445
1 21821 47041
1 24801 377
1 15451 23667
1 32250 49403
1 20986 38443
1 21235 40594
2 32925 327
1 18055 9848
1 33090 40519
1 19682 18898
1 19332 44398
2 29561 29123
1 2688 49882
1 31378 4708
2 11491 42174
1 11397 12182
2 32697 47890
2 8021 11039
2 3475 49452
1 30155 31389
1 13730 27345
1 16422 16487
2 3131 32423
2 10982 45955
1 27379 39000
2 18422 30372
2 29751 39400
2 22886 7853
2 15050 26586
1 23341 25372
1 9897 36845
2 17237 19935
2 11486 5733
2 11917 11550
2 20584 6511
1 29114 30965
1 21106 30216
1 5356 35280
1 16678 29232
2 30970 26178
2 2746 20147
2 30333 42635
1 28198 40324
1 29198 10277
1 22738 36042
2 22313 49714
2 23048 5284
1 362 30565
1 1415 7208
1 21449 41185
1 12330 20477
1 4683 4328
2 30438 1563
1 3892 29629
1 30624 49841
1 21470 499
2 20843 20771
2 14666 30634
1 5110 34838
1 12705 49680
2 18611 19650
1 29876 1707
2 21213 43196
1 2764 42150
1 22367 25413
1 25919 3543
1 19948 8032
1 9642 20254
1 22570 36655
1 15616 31380
1 4302 42643
2 24031 10684
1 16245 25155
1 4118 29427
1 27242 37389
1 18593 42014
1 9562 14279
1 28063 15715
1 10838 43601
2 23414 47254
1 28774 33452
2 14809 8828
1 4061 28506
1 9252 27196
1 3760 1992
1 16528 23196
2 22288 2251
2 7877 40332
1 9696 49988
2 26194 31531
2 32681 11912
1 19044 35589
1 1201 18179
2 22115 28550
1 28860 31450
1 30361 11721
2 23156 2410
1 6756 8892
2 26262 41360
2 27705 15430
1 7437 3103
1 31059 30342
1 875 30274
1 19684 34162
1 9963 30372
1 931 1758
1 12075 30793
1 4371 27369
1 14248 32999
1 4431 36586
2 15817 12428
1 2295 18666
1 30903 7726
1 22825 14399
1 18445 48609
1 1680 14399
2 5455 18318
2 5302 18329
2 3025 38888
2 19368 28591
1 29306 24275
2 23292 46110
2 31479 11762
1 20995 35660
1 29198 2173
1 13571 35851
2 16358 32100
1 7396 1145
2 23684 8365
1 7953 31264
1 31374 21264
1 3995 30027
1 29167 10440
1 3622 37035
1 15134 7509
1 29294 21039
1 16491 15901
1 28086 42907
1 2945 20032
1 20251 24157
2 20996 23646
1 28977 48250
2 29229 18368
1 27707 39635
1 9381 29540
2 21168 24880
2 8861 14811
2 6164 32829
1 27623 3374
1 2352 40806
2 15529 525
1 18649 2774
1 18416 28417
1 16997 38123
2 657 41298
1 4483 36755
1 7380 38314
2 26698 5197
1 3894 13732
2 28981 18564
1 4331 27303
1 7597 12897
1 27589 33132
2 26329 18810
1 8880 41011
1 2699 49302
1 7719 13423
2 12070 12008
1 10023 17877
1 10497 2848
1 29909 33521
1 11846 34671
2 31130 15154
2 14177 43473
1 7926 23834
1 9728 19679
1 10737 36397
1 1571 315
1 27978 25191
2 17775 22964
1 28749 39530
1 1144 13066
1 33130 44780
1 18806 40708
1 17183 14009
2 32269 11732
1 10998 37200
1 4008 10808
1 29522 49934
1 19570 5407
1 12514 21546
1 21257 5179
2 7167 29681
1 20775 16297
1 8642 37629
1 15798 507
1 3905 24421
2 14336 20992
1 2205 40757
2 4039 19087
1 600 10671
2 15680 40299
1 6258 17729
1 4383 48698
1 29635 24479
2 6372 30838
1 22307 10579
1 20793 33885
1 7543 2615
1 21426 33673
2 12247 9421
1 9534 12474
2 7415 44552
1 11645 6792
2 21554 28602
2 21209 11160
1 15946 38942
1 17644 10728
1 24342 9039
1 27569 49377
1 1528 39725
2 10123 27873
1 26557 39669
1 22694 4747
1 29070 38650
1 16262 25351
1 19070 45436
1 30683 37769
1 8412 11520
1 12784 32984
1 19362 32347
1 27820 10963
1 31913 49785
1 6825 26967
2 20161 14950
1 23403 36450
2 2954 35228
2 5957 27102
2 17518 12721
1 29237 33023
2 22423 26022
2 28684 47260
1 31040 1680
1 19516 3480
1 1287 32287
1 11536 4373
2 11006 37187
1 6888 33099
1 12259 27125
1 32529 44499
2 22810 18504
2 24858 4197
1 32391 18656
2 25087 21742
1 24702 20331
1 8429 6935
2 21461 7488
1 23147 331
1 26492 15543
2 11528 22679
2 11931 28345
2 24164 22232
1 28049 43971
1 27583 11344
1 10664 49688
1 11562 10308
1 27721 3873
1 27233 36222
2 3091 2321
1 32668 45065
1 31929 19237
1 19662 14534
1 5392 16387
1 17971 12792
