60000 60000
1 8769 31507
1 22718 37332
2 23378 15702
2 554 44130
1 38099 57635
1 30668 43861
2 39993 28663
1 29736 9579
1 29844 48457
2 14101 7467
1 26410 51373
2 9013 41007
2 30774 45558
1 15203 26316
1 23985 10678
2 2111 16681
1 23956 35676
1 6943 3717
2 39808 6460
1 38814 32481
1 22584 49766
1 22859 29413
1 18314 596
1 39587 28862
2 2237 54999
1 15209 30341
1 26288 18712
1 2948 34626
1 24988 15949
1 18351 16778
2 4065 24661
1 3178 1810
1 5900 16462
1 38893 3858
1 6726 44809
1 26015 38594
1 29579 29687
1 24708 43535
2 38242 33837
2 23327 6884
1 6530 4024
2 267 53513
2 38017 13687
1 27841 52916
1 10957 33081
2 16841 11367
2 21007 48127
1 32907 29782
1 28832 54037
1 2001 50408
1 28561 58390
2 31000 3615
2 38158 1888
1 33798 33881
1 22776 53534
1 35950 27218
1 10284 22960
2 32499 45392
1 37784 1205
1 26728 59938
2 7515 21892
1 34766 4839
1 16065 36367
1 3077 36399
1 12395 10016
1 16018 34717
1 29869 46736
1 18132 40113
1 9060 8558
1 14655 38258
1 1055 19879
1 36357 34281
2 23206 12567
1 29560 12347
1 11541 23410
1 4885 11549
1 15032 18721
1 639 55392
1 21660 8297
2 19037 34759
2 38887 20953
1 15256 45578
1 38985 1463
2 18559 52988
2 14796 56183
2 26176 919
2 31823 39576
2 8438 12493
1 889 5211
1 20113 4830
1 20851 55976
2 19266 21999
1 17333 21761
1 12284 29105
1 1445 28625
1 32821 50524
1 37675 28400
2 4138 23683
1 5554 54284
2 6693 24478
1 39018 33240
2 4856 22414
1 540 6140
2 10742 1104
1 30926 31950
1 37718 12320
1 8722 27982
2 3979 45039
1 5764 908
1 14532 26622
2 32003 30965
1 9041 19599
2 37235 22295
2 38704 51360
1 29333 27769
2 31984 9251
1 8767 33984
2 28343 46948
2 14716 2090
2 11799 39411
1 25967 48269
2 1727 55451
1 14830 57922
2 6571 24517
1 13686 13512
1 18933 19485
1 29562 19325
1 1685 11588
2 37911 7640
1 24561 54366
1 6784 40886
1 38317 5772
1 10411 46625
1 13100 8605
2 10500 6843
2 31822 17591
1 34437 58781
1 5410 22179
1 5540 26785
2 18815 33975
1 31165 8534
1 10897 16495
1 8625 52528
1 39427 18487
2 29330 31514
1 5525 47709
1 38305 17547
1 15495 23166
1 23792 24307
2 16038 53651
2 25962 27382
2 22254 3817
2 4378 615
2 33912 14006
1 17267 28165
2 17090 54239
2 6186 8758
2 22454 10423
1 24876 55173
1 21568 42403
2 2108 55338
1 11363 39493
1 20805 4013
1 17097 1006
1 1649 48806
1 35734 37737
1 12292 14056
2 25961 26754
1 5655 18637
1 23256 43055
2 375 56787
1 17870 51405
2 27759 50356
1 28964 54604
1 22161 39224
2 23888 36572
1 30287 5000
1 33539 11704
2 37593 47735
2 20063 14384
1 3374 31184
1 28682 37754
2 1926 22652
1 34901 31428
2 15239 10012
2 24442 4681
1 11183 422
1 14049 8651
2 31772 16614
1 20602 23204
1 12326 54955
1 34709 25414
1 37988 54432
2 30268 36984
2 32108 56544
2 3732 17051
2 35913 43623
1 32370 27487
2 24903 23781
2 26084 46594
2 30481 2837
1 27956 12388
1 15799 6594
2 30612 48689
1 33957 37125
1 8633 59665
1 25616 39375
1 36882 39214
1 21110 47348
1 24054 29106
2 20906 48776
1 34965 29486
1 34052 12183
2 12574 30994
1 3323 5607
1 3818 36080
1 960 52037
1 30655 27589
2 462 55470
1 1700 45496
1 12762 5259
2 23038 37984
2 9685 26150
1 1325 6202
1 10333 46368
1 7672 57311
1 9121 34703
1 13100 54447
1 4159 47691
1 13885 5495
2 18937 31314
2 27098 6274
2 30782 39675
1 20274 33106
2 8528 24527
1 23853 15852
1 39148 56729
1 28490 48811
1 20505 6089
1 28007 53761
1 8212 17341
2 12777 48424
1 1854 39001
1 3332 32352
1 25341 46333
1 27295 8621
2 30838 19242
2 24647 35577
2 11027 55055
1 1604 3283
2 6140 5082
2 21993 17007
1 23342 26604
1 33661 15412
2 39268 16774
2 25253 13879
1 37235 26735
1 27858 33991
1 23568 48540
2 34091 30384
2 37407 30497
1 8242 26743
2 23879 9247
1 31142 56746
1 3498 49070
2 15758 6833
1 11119 9412
1 15860 46744
2 21136 30079
1 18902 18627
1 24281 22537
1 10730 2114
1 30068 17481
1 3418 45504
1 33858 30806
2 36106 40077
2 8038 27564
1 904 5363
1 13923 526
1 7050 4952
2 8076 25690
2 22022 177
1 5413 50699
2 34186 6829
1 26085 19670
1 26291 24847
1 19199 3275
1 13978 29263
1 22448 39877
1 38472 38995
1 26084 34337
2 38701 53215
1 22836 2751
2 13134 54741
2 35741 987
2 20966 21172
2 2082 8964
1 8387 37600
1 7358 21126
1 6150 13984
1 33757 46246
1 15638 23556
2 2748 23504
2 23799 39998
1 16226 50048
1 4164 35922
1 18915 41939
1 28224 25387
1 25419 52779
1 15637 4781
1 23661 37290
1 8014 16299
2 18485 33003
2 14655 30140
1 16950 28575
1 19363 2735
2 38922 59214
1 11741 20053
2 6996 45168
2 11366 20959
1 31202 45932
1 18900 1378
2 12875 18509
2 6095 41995
1 23755 17979
1 30220 16725
2 23270 24895
1 17589 38753
1 6000 30952
2 37903 42736
1 17514 22280
1 4670 56563
1 32030 17852
1 34120 54470
1 11053 47444
1 21483 18168
2 18858 34122
1 19682 9023
1 29195 45293
2 18629 44150
2 13751 10177
1 36867 51743
2 11520 39079
1 18543 43955
2 23388 56306
2 6188 33998
1 37977 49123
2 37074 54754
1 26603 17307
1 32695 55172
2 9868 16235
2 35495 26580
2 21972 53111
1 11380 5483
1 19440 42867
1 1453 22821
1 3376 40228
2 38889 27454
1 11023 51286
1 26096 57782
2 19874 4585
2 22636 48489
1 928 51752
1 33145 26213
2 23841 7775
1 33128 21363
2 30616 19513
2 16480 59170
1 5849 25879
2 27761 18648
1 17640 14905
2 10739 44556
2 39351 59544
1 30797 43117
1 22985 44620
2 3914 57215
2 34188 34775
1 29769 19702
1 4155 57874
1 12273 49038
1 8018 39042
1 2811 53979
1 34518 4111
2 29304 10823
2 3602 30360
1 36770 15022
1 21695 30381
2 36963 10161
2 5167 59195
2 543 24457
1 20996 30511
1 3953 59027
2 31492 16605
1 1560 9663
1 23050 2576
2 36755 46405
1 39024 38730
1 15601 15196
1 7338 39321
2 13556 58710
1 11834 37289
2 20526 7104
2 4900 4173
2 16743 46692
1 12248 38114
1 9071 24195
1 31796 46369
1 22841 26321
1 10386 2852
1 34769 55274
1 1097 35551
1 5340 36043
2 33548 36533
1 33639 19415
2 2012 56348
2 3638 33956
2 2985 51054
1 14939 39398
2 2404 6927
1 35020 42880
1 659 19427
1 24429 26528
1 32879 10285
1 30166 19800
1 39584 30936
1 29133 14496
1 25237 3716
2 22440 4332
2 36056 16399
2 22559 57063
1 18447 19684
1 28545 54173
1 36185 23865
2 34067 25299
1 4461 3929
1 13181 29080
1 14499 58378
1 22118 9637
2 19884 40156
2 32922 27573
2 38136 42180
2 7618 53979
1 557 11208
1 26865 2912
1 3684 23305
2 5623 45278
2 25674 45520
2 27579 59827
2 36196 20696
1 38875 17440
1 19467 56803
1 6149 27398
1 8426 14769
1 25740 8468
1 21119 47250
1 9658 51073
1 9540 59528
1 28424 4645
1 878 46719
2 27539 9755
1 22500 10523
1 31278 49650
1 4274 35854
2 3493 23474
2 11779 1851
1 27933 40845
1 13165 55368
1 464 23455
1 3367 23020
1 6574 53289
1 5086 54511
1 392 30169
1 34892 19843
1 30807 41424
1 8277 55533
1 11978 20188
2 37672 58000
2 23398 5163
2 37709 20673
1 22116 57899
1 2895 28867
1 31646 6528
2 39648 26357
2 16425 35510
2 11326 31136
1 10682 5862
2 3294 28296
2 18488 35303
1 26043 6455
1 24325 393
2 6847 26390
1 9649 9459
2 18338 58036
1 34011 55440
1 14208 8401
2 7163 19074
1 22467 51838
2 18568 48119
1 1682 48137
1 17213 1808
2 16431 23403
2 17922 4196
1 31157 36687
1 27103 5288
2 27482 16301
1 14859 7681
1 16491 8909
1 1219 38003
1 14370 42796
2 38832 54518
1 37072 1521
2 37454 10078
2 35127 2562
1 22496 20214
1 39439 50167
1 9749 58294
2 35868 22477
2 24755 24034
2 30712 48193
1 2543 20377
1 2834 28164
1 36800 46722
2 21430 30327
1 10461 26442
2 11420 57933
1 9890 14649
1 24740 28152
2 33568 50602
2 2149 49211
1 848 14212
1 10502 31076
1 7711 57432
1 35078 23582
1 4510 9751
2 3549 1473
1 29115 33714
1 3436 51724
1 26588 53410
1 33500 46888
2 15418 40216
1 12191 22610
1 1873 47863
1 20544 9611
2 31892 5327
2 2214 10520
2 23901 51262
1 31492 1816
1 19493 52049
2 11727 24403
1 33394 39708
2 15866 20193
1 4216 45354
2 11283 27028
1 16117 22036
1 12157 4778
1 26228 16830
1 24863 28563
2 33854 4577
1 20747 6339
1 5870 44361
2 35509 52024
1 7088 24678
1 5751 27668
1 4179 44059
1 4665 16339
2 6654 44621
1 22084 19352
1 25208 58924
2 4944 5217
2 39364 35715
1 1557 29935
1 39112 1750
1 37611 39043
1 19271 202
1 585 13741
2 32466 34276
2 11691 47472
2 18833 52048
1 12780 16110
2 34997 5077
1 11493 52146
2 25971 13569
2 3856 22922
1 22704 37101
1 31372 55231
2 27168 41865
1 2690 38217
2 21266 52041
2 31030 10921
1 31467 32415
1 16288 52105
1 21827 31866
1 27392 13096
1 23334 7856
1 15120 12611
2 2037 6295
1 14676 56247
1 39007 23706
2 13971 38584
1 6067 7112
2 39697 48684
1 32512 46966
1 31937 49571
2 35980 58103
1 34642 39388
2 22859 37730
1 37206 35496
1 37156 38
2 19151 7266
2 36151 48348
1 12657 30568
2 2976 14353
1 15976 1502
2 1075 45638
2 11621 17574
2 9460 12364
1 37961 23502
1 3069 4818
2 7855 29675
1 11858 58202
1 39343 34405
1 12518 9514
2 4048 21502
1 30137 47351
1 6673 46425
1 17581 35817
1 5500 10857
1 22816 24529
2 28386 27974
2 16253 55924
2 1849 27064
1 20678 23698
1 23420 5782
1 3533 154
1 22667 41895
1 21984 41727
1 33695 26074
1 27483 12894
2 29459 6405
2 37094 19551
2 30495 36295
1 1613 39902
2 4672 54792
2 32834 6224
1 19877 28717
1 11629 11014
1 34789 18301
2 35486 33906
2 22164 11784
1 27847 16616
1 29618 51662
1 16721 18143
1 23380 19623
1 23338 5282
2 33222 24891
1 13870 38682
1 13364 52508
1 21760 7030
2 4265 22638
1 4657 54851
1 38065 27913
2 12883 12291
1 14048 42301
1 32591 32078
2 11995 56507
1 31333 37816
1 22625 49611
2 21473 35307
1 6943 38548
1 25906 31733
1 11757 41565
1 5749 59549
1 16744 29169
1 781 42308
1 16389 16388
1 35001 5966
2 1128 42372
1 36701 40998
1 36797 43932
1 19212 52607
1 35323 46899
1 35580 8420
1 19317 29890
2 19627 39532
1 25458 35673
2 17779 39010
2 1711 28513
1 26429 28133
2 9142 26398
2 5532 59861
2 20482 11919
1 22212 40698
2 16715 18941
1 13597 58834
1 18932 3905
2 18665 42044
1 28924 58458
1 30405 30623
1 14765 13069
1 875 9290
1 33886 23597
1 25933 10929
1 31696 2774
1 8107 42071
1 2998 36680
1 8373 9912
1 22957 18417
2 35999 52328
1 19644 33693
2 22208 38849
2 11161 27050
1 793 34163
1 33481 54725
1 13334 35427
1 17190 31329
1 31547 36766
1 27797 39832
1 36094 23383
1 38518 54975
2 18370 38159
1 36769 33074
2 22078 25179
1 9779 11412
1 21301 1191
1 4669 55858
2 1431 6026
2 14178 11467
1 34160 38236
1 11563 59544
2 17897 20005
2 23709 30799
1 9113 56844
2 17192 35865
1 26407 36070
1 5415 43376
1 15078 4992
2 11859 47550
1 18559 12052
2 38690 35107
1 6545 17400
1 30703 49877
1 32082 41403
2 15076 17107
2 16993 6460
2 17163 49892
2 38675 26604
1 48 23753
2 4702 33128
1 4681 22797
1 26119 8482
1 18568 52053
1 33114 52363
1 35524 59850
1 32992 55041
1 10088 42621
1 17695 32209
1 32595 5613
1 27455 34568
1 5653 56068
2 7616 992
2 21618 1518
1 17036 41013
2 35292 54843
1 4680 29898
1 28617 34812
2 22717 49598
2 8927 57345
2 5057 37960
2 28301 56277
1 30888 49846
1 25105 36913
1 2602 49188
2 2315 12714
2 15373 16970
2 39819 50327
1 20609 40007
1 15435 54249
2 31789 1455
1 11647 11594
2 13552 16711
1 32281 40377
2 26824 20191
2 5969 25759
1 4319 32515
1 104 33388
1 37887 16299
1 4556 41844
1 39710 35749
1 1240 10722
1 3598 15068
2 28410 29262
1 29238 4045
1 14559 49238
1 26156 49798
1 11414 37281
1 12947 46316
2 12492 3905
1 5641 22643
1 1699 58040
2 36248 50254
2 7919 45187
2 33516 32133
1 18855 51139
2 15943 53346
1 5341 27589
1 36784 13247
2 19769 31034
1 29651 37978
1 30551 30711
2 18657 11149
1 19326 38419
2 7692 31356
2 1235 15161
1 5119 11164
1 15100 56398
1 38639 48583
1 39195 13724
2 3095 52338
1 39117 2847
1 11152 38326
2 33945 53302
1 22466 57824
2 20925 7745
1 23660 34053
2 15037 59190
1 13252 37007
1 7670 1370
1 28503 30723
2 21182 8867
2 22538 39135
1 29728 27410
1 6151 42388
1 37701 12611
2 5575 34529
2 6926 34145
1 39556 3370
1 11248 7238
1 13940 32551
1 27291 7626
1 19189 16115
1 19706 59553
1 21547 7229
2 28059 42168
2 16975 26626
2 30401 33472
1 36904 13595
2 20277 4249
1 9189 36422
1 10216 47165
2 36836 28761
2 12630 31789
2 79 15043
1 4002 4011
1 11350 34290
1 28873 21867
2 18112 14438
1 25817 59961
2 1551 22699
1 37226 57673
1 304 39731
1 26219 11960
2 2681 50160
2 2625 26505
1 10859 13276
1 12892 8994
1 11573 49767
2 3635 47988
1 24188 36130
1 37202 42731
1 8919 25057
1 31644 57380
1 28482 29127
1 33729 41703
1 5959 43526
2 33345 40083
1 16085 28571
1 21743 27521
1 24894 37113
1 28521 15969
1 12509 10143
1 17371 42000
2 39970 45038
1 1555 36212
1 29559 46339
1 7615 23996
1 14855 45543
1 7434 30918
1 5773 57263
1 829 25692
1 35083 48765
1 15709 44836
1 27386 32811
1 21407 46235
1 12245 54747
1 1267 41223
1 24222 1795
1 15422 5408
1 31154 12228
2 38531 17595
1 2572 38195
1 16909 20293
1 33940 38701
1 233 43308
1 10646 4849
2 21943 47572
2 25841 10518
1 9756 37989
1 22969 1108
2 36267 46101
1 11645 5386
2 30084 8652
2 30835 40420
1 16832 39873
2 35917 44303
1 13808 28867
2 28966 39433
1 22524 46119
1 4560 59278
1 33133 50614
1 8175 37346
1 39031 53114
1 31730 1304
1 23163 57895
2 37392 7623
2 7141 50653
1 15319 44624
2 35681 56121
1 6014 46994
2 37498 9983
2 19130 24766
1 552 6072
1 39376 54715
1 33390 3180
2 36712 58219
1 14701 25505
1 6797 12752
1 8552 29288
1 39845 38028
2 18328 46155
1 9432 10830
1 25663 56232
1 22178 19933
2 15729 6172
1 3395 10213
2 19684 38930
1 12384 34469
2 15129 56685
1 30774 13995
1 17764 19747
2 33645 48559
1 5278 25240
2 31042 52901
2 31570 54675
1 25345 30914
2 28912 53347
2 39183 51536
1 33866 31441
2 39037 41712
1 35384 34040
1 24422 25877
2 24985 16256
1 24520 46088
1 7696 36336
1 36003 52249
1 4801 29986
2 25358 17717
1 31253 12568
2 30019 46057
1 29664 42097
2 5727 52600
2 18657 51046
2 9358 14024
1 35960 8578
2 14376 3690
2 20828 18898
1 19241 35843
1 20242 41088
2 9689 7898
2 39226 8283
2 24260 47671
2 34501 49913
2 27611 1662
1 36808 57276
1 4578 46260
2 2331 43180
2 756 56766
1 13480 15515
2 7570 39129
1 14042 38513
1 1090 10661
2 6307 30075
2 3890 17714
1 29609 37283
1 1626 28333
1 229 45635
1 15714 15291
1 33937 1688
1 9347 42799
1 33932 51147
2 4628 41817
1 38316 9137
2 2266 37889
2 18082 25234
1 38966 24444
2 6754 6993
2 31820 31264
2 3507 29996
2 24642 48681
2 13078 11030
1 4530 9311
1 3263 57106
1 11179 21840
1 34345 5485
1 21845 22161
2 7448 55444
1 17196 28980
2 14621 27691
1 23368 48573
2 591 13808
1 36470 50132
1 26081 5052
1 17827 18794
1 12879 22938
1 3774 41150
2 26357 13839
1 36586 21911
2 15765 28954
1 38185 48232
1 10796 21869
1 36482 545
2 39423 15054
1 797 22014
2 35543 29125
2 29332 15451
1 34633 30042
1 36589 14365
1 6217 56617
2 38857 47374
1 15007 39746
1 15657 7991
1 15293 59332
1 29289 39590
1 25108 23687
1 30920 22284
1 13340 7374
2 38808 26397
1 28153 23828
2 13691 57576
1 32996 37371
2 19766 35389
1 6353 24981
2 29719 31229
1 19371 11001
1 10971 4875
2 24936 59687
1 31270 8496
1 36041 39914
2 11253 9658
1 36939 6430
2 5203 14246
1 24348 28432
1 13063 32686
1 29402 24031
1 33529 27377
1 16621 56347
1 28039 50805
1 705 13746
1 29071 33293
2 14392 19230
1 23643 57785
2 22351 27062
1 3386 20063
1 28562 31583
1 21496 13134
1 16997 8177
2 38710 51222
1 28844 21
1 15839 35952
1 38808 35162
2 37802 42153
1 13116 56567
1 12925 35550
2 14874 13710
1 23952 24099
1 33155 40838
1 9511 9943
1 29657 50393
1 25287 47395
1 14962 43318
2 17272 50854
1 11890 168
2 4989 10113
2 34542 50028
1 31055 46075
2 21576 22139
1 36996 52706
1 30779 12004
1 15665 23970
1 22262 10903
2 15671 52465
2 33085 12347
2 12479 26216
1 30508 46858
2 35345 33940
2 9953 24687
1 39644 31522
1 17311 17884
2 33171 42751
1 8419 48715
1 19751 42692
1 736 39021
1 8279 26071
1 8498 37234
1 33944 55560
2 12822 36458
1 16446 22566
1 23798 45766
1 19394 51193
2 30350 38311
1 3643 36650
1 38778 56315
2 7341 1810
2 3704 23469
1 38467 18985
2 15405 45513
1 27477 22760
1 35701 3158
1 39578 40184
1 12427 30909
1 14988 49552
2 15253 3024
2 31554 34491
1 13218 21475
1 13872 37039
2 16741 38852
2 11402 1195
1 26167 17155
1 16465 33474
1 13228 368
1 569 4239
1 24462 45935
2 35691 5737
2 702 31455
1 39326 24320
1 14353 53171
1 19203 53256
1 35825 36972
1 3133 36528
1 5904 22281
1 24616 12192
1 15540 484
1 2976 58293
1 2543 19187
2 22225 7471
2 36296 36328
1 33344 55978
1 34727 42369
1 1750 7746
1 5454 29260
2 5207 36831
1 34795 8100
2 277 44985
1 28360 17746
1 12300 11880
1 25140 33451
2 1323 52861
1 29987 3280
2 3009 57067
1 38430 7575
1 31251 35295
2 32441 46097
1 13956 40699
2 1657 6199
2 31975 3099
2 7965 59516
1 25497 24039
2 28453 51659
2 35001 13044
1 33943 25511
1 5225 32910
2 16285 53040
2 14358 50247
1 29495 54957
1 7505 55364
1 22237 20118
1 7648 47475
2 18317 8039
1 21905 39605
2 37542 20790
1 16205 33811
1 10687 48849
2 28119 7347
2 33447 26029
1 23240 43014
1 22972 34624
1 38000 39660
1 28158 17080
1 7467 15723
2 11605 33804
2 6995 971
1 1636 3388
2 21534 30711
2 9394 44246
1 3473 25651
2 31920 44594
1 39064 19393
1 22698 4655
1 36389 23708
1 19898 13138
1 18552 44922
1 21684 44392
1 4253 15443
2 20968 55218
1 36103 241
2 34946 9522
2 19562 45021
1 7055 24391
1 35990 56383
1 18101 22929
1 39313 53886
2 2551 19878
1 16310 31451
2 8371 30259
1 33911 59974
2 17609 13713
1 17249 53969
2 8669 9446
1 22027 53771
1 24909 21779
1 17068 39039
1 10085 6338
1 10074 49301
2 19669 54753
1 39214 9215
1 4228 48485
1 19772 20166
1 24190 51870
1 39097 49905
1 8528 49342
1 15775 29191
1 13021 50907
1 13626 13472
2 21556 44793
1 14773 24126
2 34111 39534
2 16568 16008
2 8066 21081
2 38983 18270
1 31313 31472
1 12462 14650
1 5675 30594
1 22110 27883
1 27878 23703
1 34062 45713
1 11223 48338
2 34001 44172
1 38559 46489
2 10844 30186
1 39447 22956
1 26680 40845
2 36718 20873
1 11371 35772
2 11711 59171
1 22260 4093
1 14971 2833
1 33214 3140
2 32601 10599
1 1313 30000
1 16048 13593
1 15110 4308
1 34428 5314
1 36066 10637
1 17561 35825
2 9981 46930
1 12163 30785
2 21839 50408
1 12652 17269
1 37668 53016
2 7522 55169
1 16965 52405
2 8047 38728
2 7846 14794
1 33115 24525
1 19794 36499
1 4223 17923
1 14737 17721
1 1238 45276
2 10051 8006
2 9588 14111
1 4788 14847
2 20054 16116
2 30804 53281
1 2027 1798
2 7523 36809
1 30736 34391
2 21116 21173
1 17828 26337
1 9548 21222
1 37278 52084
1 23835 14100
2 9362 34286
1 14332 12514
1 19098 53881
1 20745 39818
2 1146 18284
1 4603 53636
1 29966 54618
1 19781 35153
1 13820 40143
1 13127 32272
1 24847 11320
2 17022 14429
1 5877 55718
2 35833 48944
1 5617 11493
1 39433 44967
2 17357 57806
1 1401 1028
1 93 31733
1 39080 9038
2 17493 7263
2 7591 49394
2 20359 819
2 36859 30468
1 12176 6238
1 35025 48212
1 37251 27924
2 17614 7400
2 2715 36796
1 23187 45602
1 12480 18282
1 20999 27975
1 13296 11528
1 22103 57704
1 19157 13191
1 7666 45233
2 38861 29426
1 30385 59040
1 2751 15687
2 3059 39652
2 4730 43364
2 5534 2263
1 1588 36871
2 12176 26988
2 12976 54018
2 5858 46247
2 18073 49347
1 36064 17756
1 36253 1089
1 33604 55181
1 1751 31123
1 15708 22849
2 12941 12421
1 3632 16953
1 39828 3874
1 8329 56805
1 4715 14083
1 19824 16557
1 9990 38192
1 135 108
1 28013 27266
2 30990 9024
2 8105 41513
2 38145 43808
2 29334 43364
1 24465 47150
2 21593 43824
2 313 29786
2 3485 28614
1 10267 55346
1 5827 39577
1 25591 27435
1 25780 553
2 5796 48016
1 6014 40506
1 27478 28000
2 35243 18707
2 22430 45
2 17087 48843
2 37875 19061
1 32315 49490
1 3950 16342
1 32753 18938
1 7931 19669
1 28712 24694
1 36106 50502
2 29098 6007
1 8345 56988
2 23238 17775
1 9084 52112
2 1410 11922
2 21825 50725
2 35493 40270
2 34682 33284
1 14023 9932
1 8164 602
2 25679 48365
1 23145 49633
1 3795 845
1 10744 36092
1 7286 18008
1 15157 2860
1 10054 18693
1 34155 51131
2 9652 2290
2 22230 863
2 5656 20920
1 20524 49194
1 8883 38017
2 38186 53383
1 32015 13720
2 13662 35133
1 9779 28905
1 17778 41867
1 23894 24707
2 17314 8775
1 24114 35203
1 8115 45103
1 27062 16266
1 30408 48085
1 11118 17805
2 12786 6935
2 25957 25791
1 9754 18668
1 7631 35074
1 1236 47473
1 15172 45378
2 2125 36305
2 9896 42627
1 6488 52924
1 10415 1561
2 6989 59238
1 35301 3920
1 12859 39084
2 23413 40410
1 28267 7016
2 34247 12892
1 10159 979
1 39407 14207
2 16366 43461
2 36242 49875
1 20608 32192
1 7797 35878
2 2236 11299
1 23441 36023
1 27212 13017
2 2291 14803
1 19884 20901
2 17272 33354
2 27493 52191
1 13410 13986
1 37617 51983
2 815 28152
1 461 47108
1 4123 15926
1 12012 26629
1 24823 26177
1 33302 27415
1 35790 41148
2 13079 6956
1 36461 57317
2 36444 8828
1 17944 25481
1 1170 15570
1 21236 13712
2 20648 33344
1 4410 54619
1 23317 51442
1 23928 46659
1 38444 55422
1 29102 59593
1 31480 10688
1 25110 19827
1 21661 49925
1 35997 51076
1 31402 21859
1 27680 20467
2 22905 19544
1 32947 6302
1 15092 6375
1 25348 28943
1 4509 17890
1 11035 51443
2 32241 33119
2 4373 11301
1 27466 5741
2 35215 29940
1 2965 3101
1 22185 34880
1 15165 26908
2 1743 11436
1 29215 36621
2 28906 10118
1 11505 40848
2 34235 52695
2 20197 2509
1 38385 27899
1 36154 8596
2 27267 8852
1 31107 2848
2 30101 40168
1 27463 28509
1 27010 32784
1 19303 23929
1 4106 16297
1 22845 37753
1 27507 1684
2 29827 37877
2 29165 30308
